auc_roc,0.5900996677740864,0.595249169435216,0.6081395348837209,0.617607973421927,0.622093023255814,0.6356146179401992,0.631594684385382,0.6390365448504982,0.6405980066445183,0.6764451827242525,0.6740199335548173,0.6803986710963456,0.6809634551495016,0.6709966777408638,0.6822259136212624,0.6799335548172757,0.6771428571428572,0.6745182724252492,0.6768106312292358,0.671328903654485,0.6734883720930233,0.6716279069767441,0.6745182724252492,0.7220265780730897,0.7141528239202658,0.7132890365448504,0.7183388704318937,0.7224252491694352,0.7212956810631229,0.7435548172757476,0.7406976744186046,0.7388372093023257,0.7571760797342193,0.7508637873754154,0.7451162790697674,0.7408637873754153,0.7368438538205979,0.7411960132890364,0.7568770764119601,0.7649833887043189,0.7869767441860466,0.7938205980066445,0.7934883720930234,0.7924584717607973,0.7915282392026578,0.7899667774086379,0.7874750830564783,0.7878073089700997,0.7849169435215947,0.7885714285714285,0.7923920265780731,0.7905980066445183,0.7921594684385382,0.7872425249169436,0.7815282392026578,0.7860797342192691,0.7829900332225914,0.78,0.7860132890365449,0.7893355481727575,0.7901993355481728,0.7964119601328904,0.7948504983388703,0.7941860465116278,0.7957475083056478,0.796046511627907,0.7994019933554817,0.7990365448504984,0.7995681063122924,0.802358803986711,0.8058139534883721,0.8070431893687707,0.8048837209302325,0.8029568106312293,0.8041196013289037,0.800797342192691,0.8034551495016611,0.8017940199335548,0.8003654485049834,0.802890365448505,0.8020265780730896,0.8011295681063123,0.799202657807309,0.7948172757475083,0.7935215946843853,0.791328903654485,0.7916611295681063,0.7946179401993355,0.792093023255814,0.7933887043189369,0.795514950166113,0.7950498338870432,0.792890365448505,0.7932558139534883,0.7921926910299003,0.7910963455149502,0.7903986710963454,0.7912956810631229,0.7947840531561463,0.7961794019933556,0.794485049833887
auc_pr,0.17173000543491163,0.16622663184651917,0.17814345630146525,0.18607825981451462,0.18862797200525483,0.18949074458320844,0.1914400862082572,0.19988471670070052,0.201690502641879,0.22836468429343537,0.23399657055839884,0.23614908445981891,0.23595155364534995,0.23453170855340838,0.2374337345138754,0.23281650962452327,0.23030669399929246,0.22877074664073532,0.22822366598150637,0.22505326103222556,0.22754090194800508,0.22738212186971024,0.22741012130290972,0.249401365741288,0.24541080925738049,0.25022922614677556,0.2540798035850182,0.2560923660842824,0.25283453929255434,0.2579274869502118,0.25518827921627935,0.25410350558413713,0.27824054712843815,0.29045208571935305,0.28386708644784653,0.2800650438288028,0.2756449172900722,0.28066776877565924,0.31924838614155615,0.3377041819720523,0.3478854551371696,0.3565965084460846,0.3583122381740192,0.35426566627898576,0.35616934490791674,0.35306349256912756,0.34901832198142424,0.34905844423732163,0.34775722626708433,0.36590337275222906,0.3679469013075139,0.35275162607625593,0.35322928667519554,0.34726863309744765,0.3422865934232202,0.3447465288534948,0.339917233345864,0.33746367927250615,0.3479259612954763,0.3561140500102279,0.35816266673412095,0.3657531046938331,0.36449811314039365,0.3647386867102543,0.3648270698396241,0.36468230188909107,0.3671307242341669,0.36711173031408917,0.3650122298200366,0.36706378931213235,0.3676642666559441,0.3678015951873355,0.36298816982330656,0.36207839182453966,0.3603388744869481,0.3575803341715408,0.3656963638007568,0.3616798476298544,0.36039970260651877,0.3659442826350271,0.36527705667514565,0.3635093453245175,0.3614043481059327,0.3558094281871442,0.3542096989564544,0.3524457169008968,0.35233642300919293,0.3549939052895754,0.3519668606678733,0.3550645020756889,0.3611630357274188,0.3583299735931376,0.355293650958489,0.3576352486290738,0.35943667204960605,0.35597731615492056,0.3562833197888866,0.3574817651177398,0.38690560448733524,0.3873317501409116,0.3850145848170236
auc_roc_bag,0.76,0.76,0.8,0.8400000000000001,0.8,0.8,0.8,0.84,0.84,0.84,0.88,0.88,0.88,0.88,0.88,0.92,0.92,0.92,0.88,0.88,0.88,0.92,0.92,0.9600000000000001,0.92,0.9600000000000001,0.92,0.92,0.92,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,0.92,0.9600000000000001,0.92,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
auc_pr_bag,0.7329761904761904,0.7329761904761904,0.7514285714285713,0.8347619047619046,0.8163095238095237,0.8163095238095237,0.8064285714285713,0.8647619047619046,0.8647619047619046,0.8647619047619046,0.8930952380952379,0.8930952380952379,0.8930952380952379,0.8930952380952379,0.8930952380952379,0.9380952380952381,0.9380952380952381,0.9380952380952381,0.8930952380952379,0.8930952380952379,0.8930952380952379,0.9380952380952381,0.9380952380952381,0.9633333333333334,0.9183333333333332,0.9633333333333334,0.9183333333333332,0.9183333333333332,0.9183333333333332,0.9633333333333334,0.9633333333333334,0.9633333333333334,1.0,0.9380952380952381,0.9633333333333334,0.9380952380952381,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9633333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Date,2024-05-30
Time,71.94734740257263
seed,2
Number of anomalous bags,5
Number of anomalies,70
Rewards bag 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewards bag 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewards bag 2,0.040000000000000036,0.0,0.0,0.0,0.0,0.0
Rewards bag 3,0.0,0.0,0.0,0.0,0.0
Rewards bag 4,0.0,0.0,0.0,0.0,0.0
Rewards bag 5,0.0,0.0,0.0,0.0,0.0
Rewards bag 6,0.0,0.0,0.0,0.0,0.0
Rewards bag 7,0.0,0.0,0.0,0.0,0.0
Rewards bag 8,0.0,0.0,0.0,0.0,0.0
Rewards bag 9,0.0,0.0,0.0,0.0,0.0
n_clusters,10
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
