auc_roc,0.433591808330848,0.4414454717168705,0.4518838850780395,0.4635152599661994,0.463614673426782,0.46331643304503434,0.4658017695595984,0.4541703946714385,0.4579481061735759,0.4688835868376578,0.47196540411571725,0.4768366636842629,0.48180733671339104,0.4833979520827121,0.477035490605428,0.4713689233522219,0.4684859329953276,0.4663982503230937,0.4700765483646486,0.47822845213241877,0.4927428173774729,0.49433343274679387,0.49572522119494977,0.48588328859727603,0.4883686251118401,0.4896610000994135,0.49473108658912424,0.49145044238989954,0.49025748086290877,0.4911522020081519,0.507953076846605,0.5110348941246645,0.5058653941743712,0.501789442290486,0.5029824038174768,0.5072571826225271,0.5092454518341782,0.510438413361169,0.5131225767968982,0.5113331345064122,0.513420817178646,0.5046724326473804,0.5057659807137886,0.499304105775922,0.5039765384233025,0.5061636345561189,0.504075951883885,0.5091460383735957,0.5042747788050501,0.5083507306889353,0.510438413361169,0.5064618749378665,0.5090466249130132,0.5088477979918481,0.5096431056765086,0.5148126056268019,0.5175961825231137,0.5258474997514664,0.5292275574112735,0.5292275574112735,0.49701759618252306,0.50387712496272,0.5039765384233025,0.509543692215926,0.5119296152699075,0.5033800576598071,0.5065612883984492,0.5073565960831097,0.5082513172283527,0.5123272691122378,0.5140172979421413,0.5162043940749577,0.5167014613778705,0.5042747788050501,0.507257182622527,0.5049706730291281,0.5039765384233025,0.5052689134108759,0.5083507306889352,0.5117307883487424,0.5077542499254399,0.4988070384730092,0.5020876826722338,0.4997017596182523,0.4970175961825231,0.49999999999999994,0.49254399045630776,0.4933392981409682,0.4971170096431057,0.5001988269211651,0.4974152500248533,0.4978129038671836,0.5006958942240779,0.495228153892037,0.49612287503728,0.4995029326970872,0.5021870961328163,0.5034794711203897,0.5,0.5030818172780595,0.48985982702057856
auc_pr,0.03603216531676614,0.03566238449119327,0.03599358972163931,0.03726948754951236,0.03754356341731095,0.03703912623050988,0.037277557315883364,0.036594228622966546,0.03708444863879986,0.03823307328255307,0.038413423143392175,0.03881091050938483,0.039565394129025204,0.039772171938650555,0.04002803381451352,0.039716072316363746,0.04025781888973125,0.03979697742057451,0.04028449800502065,0.04158005713346988,0.045348073058152374,0.04587099771899904,0.046339718762152565,0.04515671009503926,0.045394077691019136,0.045275467626413976,0.046036561542962456,0.04569697880262284,0.04579430496414083,0.04618032224123614,0.05027989631893364,0.05086087848292597,0.0507527771867132,0.04922632810789986,0.049509337790342584,0.05027701249031094,0.05060035372000958,0.05108577699152133,0.051696169182602864,0.051564418832067756,0.052169620782100676,0.050010222660284924,0.050559784574460614,0.04876958071163544,0.04942615187319091,0.05035548987044228,0.04962259359551444,0.050424580990651724,0.049922105546615914,0.05024871925759492,0.050529097808299686,0.04978824497841616,0.050224161159459865,0.04975820572871584,0.04961077209476761,0.05123918991908151,0.0516387319576294,0.05323227730780117,0.05415365950175086,0.05478752888787539,0.05213608644047543,0.05365695397362295,0.05332758864546308,0.0544751175289111,0.054885546430132715,0.05358291455007927,0.05409895032769682,0.05439886168878448,0.05469606582492975,0.05553771024989451,0.05578715432305656,0.056412815642990374,0.056827485931403465,0.05294876831843096,0.05341891023549658,0.05378245753581088,0.05286444285879787,0.05330410111696984,0.05356242164011402,0.05443058930858981,0.05356926174691816,0.05160124127821971,0.05215005710099582,0.0521790990586709,0.05157532086992313,0.051693594167979556,0.0495024639078869,0.049634490595740925,0.050039958970420836,0.050164444849493804,0.04986485814782885,0.0501660981178253,0.0507764345137816,0.050561862933274714,0.051118927689328256,0.05158898231549794,0.051903865371942054,0.05217542000116006,0.05181579508026176,0.05114952648096221,0.05255821886201497
auc_roc_bag,0.125,0.125,0.125,0.25,0.25,0.3125,0.3125,0.1875,0.1875,0.25,0.25,0.375,0.375,0.375,0.25,0.125,0.25,0.25,0.1875,0.1875,0.3125,0.3125,0.3125,0.1875,0.1875,0.1875,0.25,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.3125,0.3125,0.25,0.25,0.3125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1875,0.1875,0.1875,0.25,0.25,0.3125,0.3125,0.3125,0.25,0.25,0.125,0.125,0.1875,0.1875,0.1875,0.125,0.125,0.125,0.125,0.1875,0.25,0.25,0.25,0.25,0.25,0.3125,0.3125,0.3125,0.3125,0.3125
auc_pr_bag,0.11805555555555555,0.11805555555555555,0.11805555555555555,0.13392857142857142,0.13392857142857142,0.13988095238095238,0.13988095238095238,0.12251984126984126,0.12251984126984126,0.13392857142857142,0.13392857142857142,0.15476190476190474,0.15476190476190474,0.15476190476190474,0.1284722222222222,0.11805555555555555,0.13392857142857142,0.13392857142857142,0.12251984126984126,0.12251984126984126,0.13680555555555557,0.13680555555555557,0.13680555555555557,0.12251984126984126,0.12251984126984126,0.12251984126984126,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.13392857142857142,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.14930555555555555,0.13680555555555557,0.13680555555555557,0.1284722222222222,0.1284722222222222,0.13680555555555557,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.1284722222222222,0.12251984126984126,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11944444444444444,0.11944444444444444,0.11944444444444444,0.12777777777777777,0.12777777777777777,0.13680555555555557,0.13680555555555557,0.13680555555555557,0.12777777777777777,0.12777777777777777,0.11349206349206349,0.11349206349206349,0.11944444444444444,0.11944444444444444,0.11944444444444444,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.11349206349206349,0.12251984126984126,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13988095238095238,0.13988095238095238,0.13988095238095238,0.13988095238095238,0.13988095238095238
Date,2024-05-25
Time,78.94958209991455
seed,1
Number of anomalous bags,2
Number of anomalies,21
Rewards bag 0,1.3240330243274643e-06,1.2867526203694035e-06,1.37068622270621e-06,1.927385506126435e-06,1.2937323456230943e-06,3.2911806137475817e-07,1.1055578606226356e-06,1.0323019435449384e-06,1.3226133192635354e-06,4.98713160066077e-07,6.56201115458892e-07,9.056703207743202e-07,9.397719930576323e-08,1.9009743847316481e-06,5.287111354875022e-07,1.5541470071137549e-06,5.696607391530541e-07,5.15275774792058e-07,1.0496746315171764e-06,3.387806022118268e-06,5.587120528384084e-07,2.4022959119517383e-07,1.5131687752156735e-06,7.414007885262335e-07,4.059066103890056e-07,5.379964287097522e-07,5.530008112131869e-07,1.108765003600628e-06,1.311919930081578e-06,5.928436100272235e-06,8.48586919451675e-07,1.2850115134391236e-07,1.758030899089608e-06,1.1494568840222405e-07,4.824943448311798e-07,6.868039090622733e-07,4.112766419487223e-07,3.6977977915194936e-07,5.101037798881108e-07,2.803371404560359e-07,1.4286085874231265e-06,5.451601973041896e-07,1.3642596529076877e-06,1.223406597219537e-06,6.600983006965248e-07,1.5069552270048036e-06,8.770127655414748e-07,4.697813512466734e-07,1.194296081360133e-06,3.184519163214282e-07,5.121502776750409e-07,4.6946872930381693e-07,4.764291907163075e-07,2.387554224810088e-07,9.576571016190852e-07,6.703705741301498e-07,1.0363774537925897e-06,3.218663708504868e-07,5.847171367917292e-07,5.242895644568446e-06,2.1162210169189682e-06,5.488500045628228e-07,9.770020240857865e-07,5.064330993216819e-07,4.989634964864991e-07,4.2908380664343965e-07,6.570248696367687e-07,1.231091806464328e-06,7.383575310007903e-07,3.970496706772409e-07,1.5876475227444e-07,5.041817390061868e-07,2.60995034973171e-07,2.1145953530242797e-07,1.967022520584838e-06,4.5949454826647977e-07,1.1627241444138967e-07,1.766891406654227e-07,4.208964702747843e-07,3.3687395944011153e-07,4.690442996086772e-07,1.7117072866172632e-07,2.7204595045368914e-07,8.840832206587141e-07,3.4823220387424837e-07,3.107457864820446e-07,9.044459304946404e-08,1.863605422812087e-07,8.307262389320151e-07,3.2822960389994017e-07,3.072350475435883e-07,5.101371430962578e-07,8.223850562694139e-07,5.403392276449305e-07,2.3521179217540722e-07,8.135818034868081e-07,9.980057883053546e-08,3.52021083735498e-07,4.4078884396085046e-07,2.0174699181336793e-06
Prob contr bag 0,0.0132403302432761,0.012867526203695452,0.01370686222706361,0.019273855061266474,0.012937323456232367,0.0032911806137479443,0.011055578606227573,0.01032301943545052,0.013226133192636812,0.00498713160066132,0.006562011154589643,0.0090567032077442,0.0009397719930577357,0.019009743847318575,0.0052871113548756035,0.015541470071139261,0.005696607391531169,0.005152757747921148,0.01049674631517292,0.03387806022118641,0.005587120528384699,0.0024022959119520027,0.015131687752158401,0.007414007885263151,0.004059066103890503,0.005379964287098115,0.005530008112132478,0.0110876500360075,0.013119199300817223,0.05928436100272887,0.008485869194517685,0.001285011513439265,0.017580308990898016,0.0011494568840223671,0.00482494344831233,0.006868039090623489,0.004112766419487676,0.003697797791519901,0.00510103779888167,0.0028033714045606678,0.01428608587423284,0.005451601973042496,0.013642596529078378,0.012234065972196718,0.006600983006965975,0.015069552270049694,0.008770127655415714,0.004697813512467251,0.011942960813602646,0.0031845191632146326,0.005121502776750973,0.0046946872930386865,0.0047642919071636,0.002387554224810351,0.009576571016191906,0.0067037057413022365,0.010363774537927039,0.0032186637085052225,0.005847171367917936,0.05242895644569023,0.021162210169192012,0.005488500045628832,0.009770020240858941,0.005064330993217376,0.0049896349648655405,0.004290838066434869,0.006570248696368411,0.012310918064644637,0.007383575310008716,0.003970496706772846,0.0015876475227445748,0.005041817390062424,0.002609950349731997,0.0021145953530245128,0.019670225205850548,0.004594945482665304,0.0011627241444140248,0.0017668914066544218,0.0042089647027483065,0.0033687395944014863,0.004690442996087289,0.0017117072866174516,0.002720459504537191,0.008840832206588115,0.0034823220387428674,0.0031074578648207884,0.0009044459304947401,0.0018636054228122923,0.008307262389321066,0.003282296038999763,0.0030723504754362214,0.00510137143096314,0.008223850562695045,0.0054033922764499,0.002352117921754331,0.008135818034868977,0.0009980057883054645,0.0035202108373553675,0.00440788843960899,0.020174699181339014
Align contr bag 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_clusters,10
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
