auc_roc,0.48015197170182106,0.4877942268221319,0.47971527140923187,0.4751735883663042,0.4753482684833399,0.4798899515262675,0.48071968208218707,0.4977946635224245,0.5015502860386917,0.5026857067994236,0.503602777413861,0.505131228437923,0.511114022446395,0.5170094763963492,0.5201100484737325,0.5161797458404297,0.5173588366304205,0.5232106205511158,0.5163107559282065,0.5160924057819118,0.5180575570985633,0.5101532818026988,0.5096292414515917,0.511114022446395,0.5172278265426438,0.5220315297611249,0.5242150312240709,0.5150006550504389,0.5230796104633391,0.5199353683566967,0.5217695095855714,0.5228175902877854,0.5262675225992401,0.5183632473033757,0.5196733481811433,0.5129918337045286,0.5153500152845103,0.5094108913052972,0.5076640901349404,0.5098039215686274,0.5095855714223329,0.5102842918904755,0.512249443207127,0.5085811607493778,0.5139962443774838,0.5146076247871088,0.5177081968644919,0.5182322372155989,0.5044325079697803,0.5046508581160749,0.5026420367701646,0.4999781649853705,0.4881435870562033,0.4893663478754531,0.48670247609065903,0.4884929472902747,0.491025808987292,0.4934713306257915,0.49430106118171097,0.4967902528494695,0.47892921088257123,0.4804576619066335,0.48189877287217786,0.4825974933403205,0.48513035503733787,0.4869644962662125,0.4880562469976855,0.4900213983143369,0.48342722389623993,0.4838202541595703,0.48534870518363254,0.4857417354469628,0.48792523690990874,0.4884492772610158,0.4867898161491768,0.4884929472902747,0.4919865496309882,0.4940390410061575,0.4949124415913358,0.49626621249836245,0.49866806410760295,0.4952181317961484,0.4951744617668894,0.49727062317131754,0.48954102799248866,0.49072011878247956,0.47971527140923187,0.47958426132145504,0.4803266518188567,0.48159308266736534,0.48421328442290057,0.4849556749203022,0.4858727455347395,0.48648412594436435,0.518275907244858,0.513865234289707,0.5109393423293593,0.5070963797545744,0.50080789554129,0.5009825756583257
auc_pr,0.10116920869590078,0.10287179967988369,0.104027336936106,0.10358502969941355,0.10280553583319732,0.10139068262265509,0.10132054509077182,0.10672319623716954,0.1062814039942632,0.10561848037337643,0.10576802623939599,0.10629625498342471,0.11143252903899284,0.11252278547675469,0.11372295374338244,0.11124950074337152,0.10941880331767732,0.11137365359061535,0.11062737108219886,0.11126325896901079,0.1119323502049763,0.10906933702715836,0.10903704519597807,0.10896325268086318,0.11068888783636209,0.11248489822633925,0.11308556011521309,0.11618498367064384,0.11585773587583212,0.11477544225817805,0.11521262721960074,0.12049570857889162,0.12199025572208337,0.12076471968212552,0.12138714577137487,0.1210577196539181,0.12017595360217367,0.11696190026971011,0.1161089858799125,0.11665206837277979,0.11658183470914144,0.11714735136759302,0.11767275894518191,0.11771870489336549,0.11954592102695225,0.11975042527987087,0.12092832934873543,0.12081077290207473,0.11663050708586511,0.11653829128231148,0.11509476552513599,0.11503105321685385,0.11612636048057555,0.1153284286656633,0.11505050983515946,0.11562612502949443,0.11586023660274751,0.11643098076841688,0.1166078165002738,0.11653309489193249,0.11643706049081026,0.11712359162804713,0.11662404345013266,0.11694057450254597,0.11673549242087322,0.11643738893056531,0.11673618414888501,0.11723155652622269,0.11562151500446935,0.11577275592055405,0.11595757353120155,0.11567623361605685,0.1169128019159901,0.11680384341399547,0.1165709855665616,0.11679318747854198,0.11762879020831635,0.11823987958763972,0.11838375109096672,0.11866042805856952,0.11956181871132657,0.11916239863378503,0.11913571095074826,0.11931743949320718,0.11714512031580239,0.11757231860313701,0.11384119145699043,0.11331775163341443,0.11323004585038608,0.11365263228456754,0.11405295586303743,0.11380416135380339,0.11409588133598723,0.11422496581296346,0.12350728691058757,0.12313517746744126,0.12220586753905986,0.12114776620428784,0.1203395548719689,0.12098757486651386
auc_roc_bag,0.64,0.6799999999999999,0.72,0.72,0.68,0.68,0.68,0.48000000000000004,0.44,0.44,0.48000000000000004,0.44,0.72,0.68,0.64,0.6000000000000001,0.52,0.56,0.7200000000000002,0.7200000000000002,0.6400000000000001,0.68,0.68,0.68,0.68,0.6000000000000001,0.6000000000000001,0.6399999999999999,0.6399999999999999,0.68,0.6799999999999999,0.6799999999999999,0.76,0.76,0.76,0.8400000000000001,0.92,0.8,0.8400000000000001,0.88,0.88,0.8400000000000001,0.8400000000000001,0.88,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8800000000000001,0.8400000000000001,0.8400000000000001,0.76,0.8,0.8,0.8,0.8,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8,0.8400000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,1.0,1.0,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.92
auc_pr_bag,0.7226984126984126,0.7543650793650793,0.7684523809523809,0.7684523809523809,0.7367857142857142,0.7367857142857142,0.7367857142857142,0.593968253968254,0.5830555555555554,0.5830555555555554,0.593968253968254,0.5830555555555554,0.7738888888888888,0.7422222222222221,0.731111111111111,0.7115873015873015,0.6082539682539683,0.6915873015873015,0.7911111111111111,0.7911111111111111,0.7432539682539683,0.8015873015873016,0.8015873015873016,0.8015873015873016,0.8015873015873016,0.7115873015873015,0.7115873015873015,0.7873015873015872,0.7873015873015872,0.8015873015873016,0.7627777777777778,0.7627777777777778,0.8322222222222222,0.8322222222222222,0.8322222222222222,0.9055555555555554,0.9380952380952381,0.8605555555555555,0.874642857142857,0.8930952380952379,0.8930952380952379,0.8347619047619046,0.8347619047619046,0.8930952380952379,0.8347619047619046,0.8347619047619046,0.8347619047619046,0.8347619047619046,0.8347619047619046,0.8347619047619046,0.8347619047619046,0.8347619047619046,0.8599999999999999,0.8347619047619046,0.8347619047619046,0.8022222222222222,0.8163095238095237,0.8163095238095237,0.8163095238095237,0.8163095238095237,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7514285714285713,0.8347619047619046,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.8599999999999999,0.8599999999999999,0.8599999999999999,0.8599999999999999,1.0,1.0,0.9633333333333334,0.9633333333333334,0.9633333333333334,0.9183333333333332
Date,2024-05-17
Time,154.83875846862793
n_clusters,50
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
Rewards bag 0,1.0146238011410181e-06,1.8122195719924244e-06,1.2235234097675896e-06,5.671044443653922e-07,1.8339444720735086e-06,2.159948309032319e-07,3.755190637078712e-06,1.491636667964604e-06,6.650914000925591e-07,1.0065017327095704e-07,7.949461911266365e-07,4.562871014225639e-06,2.103342914333919e-06,5.299027230095656e-07,1.735890261906709e-06,9.882186606241037e-07,4.796651810611512e-07,2.1287463230682578e-06,8.999345910058262e-07,1.3398460592902925e-07,8.747974278447125e-07,2.7336092583747034e-07,5.51720458861502e-07,7.566593068183438e-07,5.47829510693397e-07,3.7135214422248135e-07,3.889268105453538e-06,1.524244054938179e-06,1.1142891070606186e-06,1.4097811017993636e-06,2.1612839078399913e-06,2.100099322249776e-06,5.766739266708346e-07,6.374576299488756e-07,1.1350679538621585e-06,7.324369670719365e-07,9.883357593072165e-07,7.164081770875105e-07,4.2616739474055496e-07,9.490520198620807e-07,8.490405494339544e-07,7.00250508923949e-07,4.835159860289871e-07,1.1980980452058193e-06,7.336120537039345e-07,6.354583177539678e-07,3.8434993164255267e-07,4.6266548918595395e-07,7.602014528911423e-07,6.925836164117365e-07,9.29571141907888e-07,6.1244809571885926e-06,1.2402295040322852e-06,7.498068021787253e-07,1.1168354530655297e-06,3.541637762181104e-07,1.4647598780369707e-06,1.0923337824525304e-06,8.216997107854636e-07,6.5812684158511346e-06,1.9469269167873295e-07,1.7708344716940796e-06,4.5076443536781573e-07,1.7169430019143478e-06,2.1931649877072443e-06,6.469103708407647e-07,1.1510786983730264e-06,6.127778132308749e-07,1.2277385356858628e-07,1.7713736526387708e-07,1.0943020130082652e-06,3.850133543684353e-07,5.17784809984211e-07,4.2816717257456893e-07,2.695382567833169e-07,2.2999265873293638e-07,2.1856050527518213e-07,2.6767445708166084e-07,1.4914372670814524e-06,1.610884392684977e-07,6.290737389613266e-07,4.856189333122559e-07,3.538745323717578e-07,3.3778600261306435e-07,5.828315364316213e-08,1.312247014273141e-07,3.4978547758974427e-07,1.2433190255070433e-06,1.9328200400164325e-07,9.217510657118104e-07,2.3292072589263093e-07,2.908794944862159e-07,6.492849283485956e-07,8.509714219618937e-06,1.8001947799121445e-06,1.1905075656159792e-06,9.733681492452487e-07,3.6083159835631125e-07,1.765264258708802e-07
Prob contr bag 0,0.010146238011411299,0.01812219571992624,0.012235234097677244,0.005671044443654546,0.018339444720737105,0.002159948309032557,0.037551906370791255,0.014916366679647684,0.006650914000926324,0.0010065017327096813,0.00794946191126724,0.045628710142261414,0.021033429143341505,0.005299027230096239,0.017358902619069003,0.009882186606242125,0.00479665181061204,0.021287463230684922,0.008999345910059253,0.00133984605929044,0.008747974278448088,0.0027336092583750042,0.005517204588615628,0.0075665930681842715,0.005478295106934573,0.0037135214422252226,0.03889268105453966,0.01524244054938347,0.011142891070607413,0.014097811017995189,0.021612839078402293,0.021000993222500073,0.005766739266708981,0.006374576299489458,0.011350679538622835,0.007324369670720172,0.009883357593073253,0.0071640817708758945,0.004261673947406019,0.009490520198621852,0.00849040549434048,0.007002505089240261,0.004835159860290404,0.011980980452059512,0.0073361205370401535,0.006354583177540378,0.00384349931642595,0.004626654891860049,0.00760201452891226,0.006925836164118127,0.009295711419079904,0.06124480957189267,0.012402295040324217,0.007498068021788079,0.011168354530656528,0.003541637762181494,0.014647598780371321,0.010923337824526506,0.00821699710785554,0.0658126841585186,0.001946926916787544,0.017708344716942746,0.004507644353678654,0.01716943001914537,0.021931649877074858,0.006469103708408359,0.011510786983731532,0.006127778132309423,0.001227738535685998,0.0017713736526389658,0.010943020130083856,0.0038501335436847773,0.00517784809984268,0.004281671725746161,0.0026953825678334657,0.002299926587329617,0.002185605052752062,0.0026767445708169033,0.014914372670816167,0.0016108843926851543,0.0062907373896139585,0.004856189333123094,0.0035387453237179676,0.0033778600261310156,0.0005828315364316854,0.0013122470142732856,0.003497854775897828,0.012433190255071802,0.0019328200400166454,0.00921751065711912,0.0023292072589265658,0.002908794944862479,0.006492849283486671,0.08509714219619875,0.018001947799123428,0.011905075656161104,0.00973368149245356,0.00360831598356351,0.0017652642587089962
Align contr bag 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_clusters,50
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
