auc_roc,0.5306339337903183,0.5459907540251873,0.5597003028853818,0.5532174929592433,0.5450874116584303,0.5468940963919444,0.552101599447367,0.561135023114937,0.5487539189117382,0.5596471650991021,0.5599128540305012,0.565067219299644,0.5661831128115203,0.5711780647218236,0.5691588288431904,0.5730910250278973,0.5712843402943835,0.5635793612838089,0.5671927307508369,0.5667676284605982,0.5691056910569106,0.5698496200648282,0.5674052818959562,0.5615069876188958,0.568680588766672,0.5710186513629842,0.5753228120516499,0.5779797013656411,0.5731441628141771,0.5740475051809342,0.5735692651044157,0.5711780647218236,0.5772889101440034,0.5781391147244807,0.578617354800999,0.5772889101440034,0.5779265635793613,0.5809022796110315,0.5823369998405866,0.5846750624368989,0.5844625112917795,0.5826558265582656,0.5813273819012701,0.583134066634784,0.5835060311387428,0.5831872044210639,0.5815930708326692,0.5815399330463892,0.5808491418247516,0.5829215154896646,0.5860035070938945,0.5857378181624954,0.5856846803762156,0.5824964131994261,0.5839842712152612,0.5849938891545778,0.586747436101812,0.5851533025134174,0.5871194006057708,0.5868537116743717,0.5868005738880919,0.5886603964078858,0.6229874063446518,0.6236781975662895,0.6234125086348903,0.6245284021467665,0.6252191933684043,0.6231468197034912,0.621393272756257,0.6215526861150965,0.6211807216111377,0.6229342685583718,0.6233062330623306,0.6237313353525692,0.6239438864976885,0.6230405441309316,0.6209150326797386,0.6227217174132527,0.6216058239013762,0.6232530952760508,0.6243158510016473,0.6253786067272437,0.6259631223763218,0.6242627132153674,0.5987034380147723,0.5974281311440566,0.6250597800095649,0.625909984590042,0.6253786067272438,0.627079015888198,0.6281949094000744,0.6300015941335884,0.6332429990966576,0.6328178968064191,0.6351028216164515,0.6379722620755619,0.6374408842127637,0.7369679579148732,0.7308039747064137,0.733726552951804,0.7300069079122165
auc_pr,0.11579366348411554,0.11916457048174503,0.12438449330310819,0.11179634234752897,0.10911580927115955,0.10880817160769861,0.11003342475300494,0.11338274851987677,0.11022370493630043,0.11176476034532454,0.10954627145284988,0.11483232051110676,0.11528063410700687,0.1169440822214839,0.1130512718464779,0.11437035530410752,0.11366569819128791,0.11120400244205278,0.11159457146214988,0.11172465453294257,0.11121320650381848,0.10874714706278643,0.10736933456055811,0.10579450522300529,0.10842580061591577,0.11004720320862721,0.11207767717640367,0.11406472122721759,0.1123424418556069,0.1127074861661577,0.11217486824509637,0.11248739135751082,0.11408634493189523,0.11458088794395577,0.11460167847513733,0.11744820710629414,0.117658880198132,0.11843450330221553,0.1188550040395158,0.11902373275580992,0.11874009036716127,0.11809222280971321,0.11798601820564315,0.1189012115034695,0.1189867565996423,0.11863385469527511,0.1185332554102617,0.11886658165146531,0.1186004138790974,0.11914593137259502,0.120726732132225,0.12059642675665448,0.12107990102393404,0.12000614774406766,0.11994640681136827,0.11996287593400781,0.12037515911189689,0.1201653021705168,0.12030400527693261,0.12015101282954593,0.12091097403056655,0.12122122500824821,0.14176153810648306,0.15806197906815683,0.15886850952438775,0.16158436783956112,0.1591627316310864,0.15864584181705407,0.1584371919975564,0.16065832824153337,0.16034481553856983,0.161185230372546,0.16157633852161934,0.16144762349863792,0.15785509334061476,0.1576935947032064,0.1567728253615071,0.1577751466568958,0.15705620583497,0.15752418852522432,0.1569654581932166,0.1576167979031214,0.15801561915179418,0.15778799477925476,0.17248233607669158,0.17102168303494517,0.18162688777821384,0.18240954747578378,0.1836718132923738,0.18324048922609876,0.1830031346334111,0.18360534931527794,0.18545585600650982,0.18465457297562987,0.18835383220678942,0.18889674960280428,0.18859805435062965,0.22149214340535972,0.21931650214624065,0.2197941037120501,0.21976089648464925
auc_roc_bag,0.32,0.32,0.24,0.19999999999999998,0.19999999999999998,0.15999999999999998,0.19999999999999998,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.28,0.28,0.24,0.24,0.24,0.24,0.27999999999999997,0.27999999999999997,0.24,0.24,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.31999999999999995,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.27999999999999997,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.33999999999999997,0.38,0.38,0.38,0.38,0.36,0.36,0.36,0.36,0.36,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.28,0.3,0.3,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.28,0.24000000000000002,0.4,0.44000000000000006,0.48,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.44000000000000006,0.4,0.36,0.4,0.28,0.28,0.32,0.32
auc_pr_bag,0.38015873015873014,0.38015873015873014,0.3501587301587301,0.3418253968253968,0.3418253968253968,0.3368253968253968,0.3418253968253968,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3668253968253968,0.3668253968253968,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3501587301587301,0.3612698412698413,0.3612698412698413,0.3501587301587301,0.3501587301587301,0.3612698412698413,0.3612698412698413,0.3612698412698413,0.37793650793650796,0.3612698412698413,0.3612698412698413,0.3612698412698413,0.3612698412698413,0.4612698412698413,0.4612698412698413,0.4612698412698413,0.4612698412698413,0.477936507936508,0.48960317460317465,0.48960317460317465,0.48960317460317465,0.48960317460317465,0.472936507936508,0.472936507936508,0.472936507936508,0.472936507936508,0.472936507936508,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.4912698412698413,0.3668253968253968,0.4668253968253968,0.4668253968253968,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5168253968253969,0.5059126984126985,0.4957936507936508,0.5497222222222222,0.5606349206349206,0.5806349206349206,0.5606349206349206,0.5606349206349206,0.5606349206349206,0.5606349206349206,0.5606349206349206,0.5423015873015873,0.5313888888888889,0.5423015873015873,0.5059126984126985,0.5059126984126985,0.5168253968253969,0.5168253968253969
Date,2024-06-04
Time,74.10276103019714
seed,26
Number of anomalous bags,5
Number of anomalies,41
Rewards bXagX 0,3.688895827139081e-06,3.7974011940769514e-06,1.899429263570744e-06,1.4515790396482018e-06,1.6230856372772744e-06,1.7367545212633113e-06,1.961534527032895e-06,1.0878976633254177e-06,1.2634187105113656e-06,1.647642118930031e-06,1.2140476444917795e-06,7.48411483829251e-07,1.380116133195874e-06,1.0660009443980372e-06,8.327667048161231e-07,6.724747787471586e-07,5.947569522838323e-07,8.092638875706403e-07,1.1230430361830607e-06,5.742915270407182e-07,9.029606220302079e-07,1.2823103151782465e-06,5.486434672648482e-07,1.0397585615321263e-06,8.710034652692896e-07,9.478726066907713e-07,9.753462424009886e-07,4.547111782248896e-07,4.3940451357272905e-07,3.932839803178544e-07,4.5411750028616884e-07,1.092729304771277e-06,4.867690592259795e-07,2.542168506074022e-07,9.282425721061178e-07,5.311678442477618e-07,6.992525047823094e-07,5.460491100648772e-07,3.5371595780598554e-07,3.0987112490489346e-07,2.5843034880349144e-07,3.22795040569112e-07,4.2039890012594534e-07,3.128968434896192e-07,3.0692475585521114e-07,3.264919216651987e-07,6.314042308563335e-07,2.318229164527233e-07,4.085757204150745e-07,6.32679676328942e-07,4.144785519975686e-07,3.161509563797e-07,3.134130019941328e-07,8.208281667462524e-07,4.449874203719671e-07,2.923935628033169e-07,3.9322344989202087e-07,2.2229255940412077e-07,3.29571020134088e-07,4.2264310899943586e-07,2.5407172543076343e-07,6.5756645821127e-06,5.143943847541186e-07,3.733223447083237e-07,3.0326152023908456e-07,3.212959387970166e-07,2.27317595398252e-07,1.893052559296215e-07,1.2257170579160084e-07,1.5986107922159078e-07,2.750279555750014e-07,6.30362786290993e-07,3.6460343149850957e-07,1.9605161519068998e-07,1.8213687419156304e-07,2.1878118588506487e-07,3.0585437784694597e-07,1.9957479833685658e-07,2.643673623073631e-07,2.6410194605316414e-07,2.497044563346033e-07,3.621102871747431e-07,1.8026051075209654e-07,8.897082727413508e-06,3.0505074275973237e-07,6.581143660522829e-06,8.602897690113602e-07,1.511579257034937e-07,3.0710999705950824e-07,4.2540171517250134e-07,3.320785557747728e-07,5.764513219717039e-07,2.913685497153973e-07,2.81968727549814e-07,5.724490795517765e-07,2.7005644768358005e-07,4.956840800116164e-06,2.5168771951907797e-07,2.74952058618793e-07,2.563915182046527e-07
Prob contr bag 0,0.03688895827139487,0.0379740119407737,0.018994292635709533,0.014515790396483617,0.016230856372774532,0.017367545212635026,0.01961534527033111,0.010878976633255374,0.012634187105115047,0.016476421189302124,0.012140476444919132,0.007484114838293335,0.013801161331960259,0.010660009443981546,0.008327667048162148,0.006724747787472326,0.005947569522838978,0.008092638875707294,0.011230430361831844,0.005742915270407814,0.009029606220303073,0.012823103151783876,0.005486434672649087,0.010397585615322408,0.008710034652693856,0.009478726066908756,0.009753462424010961,0.004547111782249397,0.004394045135727775,0.003932839803178977,0.0045411750028621885,0.010927293047713973,0.004867690592260331,0.002542168506074302,0.0092824257210622,0.005311678442478203,0.006992525047823864,0.005460491100649374,0.003537159578060245,0.0030987112490492756,0.002584303488035199,0.003227950405691476,0.004203989001259917,0.0031289684348965365,0.0030692475585524493,0.0032649192166523465,0.00631404230856403,0.002318229164527488,0.004085757204151195,0.006326796763290117,0.004144785519976143,0.003161509563797348,0.003134130019941673,0.008208281667463428,0.004449874203720161,0.002923935628033491,0.0039322344989206415,0.0022229255940414525,0.003295710201341243,0.004226431089994824,0.002540717254307914,0.06575664582113425,0.005143943847541752,0.0037332234470836482,0.0030326152023911796,0.0032129593879705195,0.0022731759539827705,0.0018930525592964235,0.0012257170579161433,0.0015986107922160838,0.0027502795557503173,0.006303627862910625,0.003646034314985497,0.0019605161519071156,0.0018213687419158311,0.0021878118588508897,0.0030585437784697964,0.0019957479833687857,0.0026436736230739223,0.002641019460531932,0.002497044563346308,0.00362110287174783,0.001802605107521164,0.08897082727414488,0.0030505074275976596,0.06581143660523554,0.008602897690114549,0.0015115792570351034,0.0030710999705954208,0.004254017151725482,0.003320785557748094,0.005764513219717674,0.0029136854971542935,0.0028196872754984504,0.0057244907955183956,0.002700564476836098,0.0495684080011671,0.0025168771951910567,0.002749520586188233,0.0025639151820468094
Align contr bag 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rewards bag 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7
Rewards bag 1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11
Rewards bag 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
Rewards bag 3,0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Rewards bag 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11
Rewards bag 5,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10
Rewards bag 6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11
Rewards bag 7,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
Rewards bag 8,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,9,9,9,9,10,10,10,10,10
Rewards bag 9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13
n_clusters,10
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
