auc_roc,0.49974044513659077,0.5016871066121602,0.45464278761923305,0.421289987671144,0.4228473168515995,0.38858607488157815,0.43511128414768674,0.4951982350269288,0.477418726883395,0.46956719226526505,0.49915644669391995,0.5336123548114983,0.5552202971903185,0.5473363182142625,0.5374083446888587,0.5542794108104601,0.5797157874245669,0.5819544481214718,0.5770229057166959,0.5815651158263578,0.5325741353578612,0.5255012653299591,0.526539484783596,0.4863084809551619,0.46606320160924014,0.506002206216339,0.49733956265005513,0.48329115566802927,0.5025631042761664,0.4933164622672117,0.6378885211861658,0.6247161118681461,0.6448316137823633,0.585328661345792,0.5922717539419895,0.5741029135033417,0.5709882551424308,0.5605411718902084,0.5626176107974823,0.507267536175459,0.519271948608137,0.5897086496658231,0.5143404062033612,0.5786451236130037,0.5210563882940757,0.5163195120368568,0.5896437609499707,0.5218350528843034,0.5277074816689378,0.5370514567516709,0.44776458373888783,0.4331646226721173,0.4404970475634288,0.484037375900331,0.47449873467004083,0.5402310038284343,0.521932385958082,0.6177081305560964,0.5851339951982351,0.5467523197715918,0.5156381805204076,0.48066316267601067,0.5220946077477127,0.554506521315943,0.5445785477905392,0.5487638699630134,0.5567127376549218,0.5696904808253844,0.5700149244046461,0.5210888326520018,0.6005126208552334,0.6143988060476283,0.5607358380377653,0.6317889818960483,0.6133605865939913,0.5655376030108364,0.6402245149568491,0.6729284277464149,0.6313996496009345,0.5936344169748881,0.5543118551683862,0.5855882162092013,0.581402894036727,0.6288689896826942,0.654305366296801,0.6060281617026799,0.5822788917007332,0.5995392901174486,0.5822788917007333,0.7345727078061125,0.6528453701901239,0.6721822075141133,0.6188761274414379,0.577671792875219,0.6069041593666861,0.7116669911102459,0.6517098176627085,0.5942184154175589,0.5705664784893907,0.5895788722341185
auc_pr,0.06386994074160218,0.06338063370401201,0.05805407672480741,0.05273260541286107,0.052394918180443194,0.04954027759448795,0.05475270471671692,0.06375537441126347,0.062411255087557946,0.06185809399332178,0.07108806253503167,0.0896290836526137,0.08841304078671611,0.08723960160199024,0.08589966003836201,0.08998204313674604,0.1236734614778775,0.09127038096336947,0.1058558443109457,0.10484014901847415,0.09840172096166686,0.09603396161375177,0.09625830323839056,0.09377257597331311,0.10637474019320772,0.1130919645310909,0.1110301412085551,0.12496896374193554,0.12721147057265683,0.08087928485964066,0.109479772878717,0.1361326014002418,0.1331296638092512,0.11851149424277077,0.11265383023296723,0.1407881861481689,0.13442399671860883,0.13796855432752025,0.1384456265157476,0.12914152368020684,0.14230723420077504,0.13519111014753954,0.11657892977277715,0.14214224787860327,0.16262322089055334,0.16419300301837497,0.16929528213539763,0.16020419873454217,0.09501291615932086,0.1390444452566266,0.12278509688567237,0.11902246251359307,0.12020658116338644,0.12428321927507889,0.1238181571409343,0.11216053540415882,0.1453114133578417,0.16416002116573392,0.19555910768366888,0.1855674028876164,0.1854025810545734,0.17713278223077256,0.17959157637995604,0.11808392196825668,0.16748253981392885,0.1601035396821121,0.1575959958463088,0.20029444328032214,0.18910162499590366,0.19985478970829834,0.23264193706239056,0.24440192203526617,0.23186884599606378,0.28864869112863184,0.278484353511225,0.24563073935245486,0.27260577403609604,0.2588464684939694,0.2325328997985911,0.21683825943392088,0.22489949341974272,0.22287765663751752,0.21961961213234701,0.22815319217544516,0.22254320604548355,0.21229150671099023,0.20895889927280054,0.21259050635295196,0.20687960246767767,0.2911375133605495,0.3274818134664025,0.3024206980399586,0.324907621759249,0.2643813313702488,0.26856571905087273,0.33546644747546744,0.34815653645309036,0.30701803839318226,0.2720110573410109,0.2658809674933029
auc_roc_bag,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6458333333333334,0.4375,0.375,0.375,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.5833333333333333,0.5,0.375,0.5416666666666667,0.47916666666666663,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8333333333333334,0.6666666666666667,0.5,0.5,0.375,0.375,0.375,0.5833333333333334,0.625,0.5,0.5,0.5,0.5,0.5,0.7916666666666666,0.7083333333333334,0.5,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5,0.5,0.7500000000000001,0.5416666666666667,0.5,0.5,0.625,0.5416666666666667,0.5833333333333333,0.5833333333333333,0.375,0.375,0.8333333333333334,0.7291666666666666,0.5833333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5833333333333333,0.5833333333333333,0.6666666666666667,0.6666666666666667,0.5833333333333333,0.5833333333333333,0.625,0.5416666666666667,0.5833333333333333,0.5416666666666667,0.47916666666666663,0.25,0.375,0.45833333333333326,0.47916666666666663,0.5,0.5
auc_pr_bag,0.42023809523809524,0.5916666666666667,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.4878472222222222,0.6020833333333333,0.6072916666666667,0.5916666666666667,0.5916666666666667,0.7,0.7,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.7,0.7,0.7,0.7,0.7222222222222222,0.7,0.5064484126984127,0.3723214285714286,0.4766865079365079,0.5064484126984127,0.5916666666666667,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8333333333333333,0.75,0.7,0.7,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.6041666666666667,0.6916666666666668,0.7,0.7,0.7,0.7,0.7,0.8524305555555556,0.7160714285714287,0.7,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7,0.7,0.5041666666666667,0.6381448412698413,0.7,0.7,0.6315972222222223,0.6381448412698413,0.7222222222222222,0.7222222222222222,0.5916666666666667,0.5916666666666667,0.8660714285714286,0.7586805555555556,0.7222222222222222,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7222222222222222,0.7222222222222222,0.75,0.75,0.7222222222222222,0.7222222222222222,0.6976686507936508,0.6381448412698413,0.7222222222222222,0.5726686507936508,0.6180555555555556,0.4770833333333333,0.5064484126984127,0.5492559523809524,0.6180555555555556,0.7,0.7
Date,2024-05-16
Time,63203.19160199165
n_clusters,50
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
Rewards bag 0,4.079256682198599e-06,2.6979564913855946e-05,8.211154779803066e-06,2.2701885825983846e-05,1.1122733650130215e-05,1.4160231917623733e-05,1.3066622228652487e-06
Rewards bag 1,6.644883476588778e-06,2.6001322377512256e-05,1.1252209004491169e-05,1.968585075417844e-05,7.221129755914987e-06,2.0900323686866908e-05,2.8660637556142584e-05,1.6888719794112783e-05,1.7738621315955366e-06,1.2159816817608694e-06,6.178543755289917e-06
Rewards bag 2,7.91720619927235e-06,2.8281982301174886e-05,6.900991210555904e-06,2.323050569064767e-05,1.2626920402478517e-05,1.8316943087689274e-05,4.2256014827577564e-06,1.6497397859409607e-05,3.0195259206367456e-06
Rewards bag 3,7.399431553071906e-06,1.758617118451633e-05,6.193487013369833e-06,2.309841740481914e-05,3.4870229846844117e-06,2.2244759659429785e-05,1.53160866942547e-05,1.6273995131662002e-05,5.091457485682716e-06,2.4536363196897697e-06,1.4244338094039079e-06
Rewards bag 4,1.4461389113274026e-05,2.7331150948453935e-05,2.133398707702985e-05,1.922320729784544e-05,8.005068810773716e-06,2.0189748844219377e-05,4.5592189273082514e-06,1.752679707598884e-05,2.5129511692404725e-05,5.425411069538656e-06,1.3837526119736361e-06
Rewards bag 5,1.4147561429397564e-05,2.2132923410123794e-05,6.764082046246847e-06,2.1102100837922006e-05,3.842269814497526e-06,1.2933285801849387e-05,3.7648459823092683e-06
Rewards bag 6,1.3710083585018512e-05,1.539582364137014e-05,6.898552973603488e-06,1.6935738778576542e-05,1.850366629778526e-05,1.1452768248752733e-05,1.1064640806969148e-05,1.2347547753877953e-05,3.2838146115362807e-06
Rewards bag 7,1.426981393910123e-05,1.304132118709603e-05,6.9528224939594545e-06,1.3993092181015831e-05,1.8199805064825253e-05,1.8746588817735614e-05,3.56586413817069e-06,5.611642917757563e-06,2.290815393082586e-05,1.1487377574319824e-05,6.5599550250110196e-06
Rewards bag 8,1.6556358403844917e-05,2.1121741955137814e-05,6.888833764832064e-06,2.1234614755298256e-05,1.9303900546435008e-05,7.523025051314801e-06,1.0644840025461073e-05,2.224556298537853e-05,1.83300716953079e-06,2.181473129828916e-06
Rewards bag 9,2.7667996319030286e-05,8.884292943055423e-06,2.321867926341828e-05,1.4667503640908441e-05,1.9887960125789885e-05,2.4592517645141272e-06,2.1488727159361284e-05,2.565553632222803e-05,7.990919054379497e-06,3.1646074347761357e-06,9.794844754595242e-06,1.8035759429240274e-05,9.100627450102887e-06
Prob contr bag 0,0.040792566821990485,0.26979564913858917,0.0821115477980397,0.22701885825986345,0.11122733650131439,0.14160231917625293,0.013066622228653926
Align contr bag 0,8.827608743706357e-292,5.571359588270707e-265,5.571359588270707e-265,5.137729225401898e-262,5.137729225401898e-262,0.0,0.0
Prob contr bag 1,0.0664488347658951,0.2600132237751512,0.11252209004492408,0.1968585075418061,0.07221129755915782,0.2090032368686921,0.2866063755614574,0.16888719794114643,0.01773862131595732,0.012159816817610032,0.06178543755290598
Align contr bag 1,0.0,0.0,0.0,1.211257487006751e-304,1.211257487006751e-304,0.0,0.0,3.847325685163171e-206,3.847325685163171e-206,0.0,0.0
Prob contr bag 2,0.07917206199273222,0.28281982301178,0.06900991210556665,0.2323050569065023,0.12626920402479908,0.18316943087691293,0.04225601482758222,0.16497397859411425,0.030195259206370784
Align contr bag 2,1.043313e-318,0.0,0.0,0.0,0.0,0.0,1.77696e-319,1.77696e-319,0.0
Prob contr bag 3,0.0739943155307272,0.17586171184518268,0.06193487013370515,0.23098417404821686,0.034870229846847955,0.22244759659432234,0.1531608669425639,0.16273995131663793,0.05091457485683277,0.0245363631969004,0.014244338094040647
Align contr bag 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 4,0.1446138911327562,0.27331150948456945,0.21333987077032202,0.19223207297847555,0.08005068810774599,0.201897488442216,0.04559218927308754,0.17526797075990772,0.2512951169240749,0.054254110695392536,0.013837526119737886
Align contr bag 4,1.0093464232701874e-251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 5,0.14147561429399122,0.22132923410126232,0.06764082046247592,0.2110210083792433,0.03842269814497949,0.1293328580185081,0.03764845982309683
Align contr bag 5,1.640232331646736e-264,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 6,0.13710083585020022,0.15395823641371836,0.06898552973604248,0.16935738778578407,0.18503666297787297,0.11452768248753994,0.11064640806970366,0.12347547753879312,0.03283814611536642
Align contr bag 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 7,0.14269813939102802,0.13041321187097465,0.0695282249396022,0.13993092181017372,0.18199805064827257,0.18746588817737678,0.03565864138171083,0.056116429177581806,0.22908153930828384,0.11487377574321089,0.06559955025011742
Align contr bag 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 8,0.1655635840384674,0.21121741955140141,0.06888833764832823,0.21234614755300593,0.19303900546437133,0.0752302505131563,0.10644840025462245,0.2224556298538098,0.018330071695309917,0.02181473129829156
Align contr bag 8,4.007407e-317,0.0,0.0,0.0,5.628697171477665e-218,5.628697171477665e-218,0.0,0.0,0.0,0.0
Prob contr bag 9,0.27667996319033333,0.08884292943056402,0.23218679263420836,0.14667503640910057,0.19887960125792076,0.02459251764514398,0.21488727159363652,0.25655536322230854,0.07990919054380377,0.03164607434776484,0.09794844754596321,0.1803575942924226,0.09100627450103889
Align contr bag 9,5.566709900556171e-299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5938498342210032e-307,1.5938498342210032e-307
n_clusters,50
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
