auc_roc,0.5686213349968808,0.5936265335828654,0.6790393013100436,0.7538469536286131,0.8136046995217301,0.8318517363277188,0.7752911208151383,0.7836348513204409,0.770950301517987,0.7894572676232064,0.7503639010189228,0.7924724474942815,0.843418590143481,0.8422229153670201,0.8746880848409233,0.8890101892285298,0.8753119151590767,0.6818985236015803,0.7872738615096694,0.8057288417550427,0.8183614056976501,0.818283426907881,0.8306820544811812,0.7928363485132044,0.8610417966313163,0.8233260553129548,0.8184653774173425,0.7736535662299854,0.797359118319817,0.8383499688084841,0.7797619047619048,0.8302141817425661,0.8435225618631732,0.8524641297567062,0.8026356830941984,0.8453420669577875,0.7861561655229778,0.8575847369515491,0.8640049906425452,0.8451861093782491,0.8385319193179456,0.8738303181534622,0.8270170513620295,0.9111301725930547,0.8727126221667706,0.8676440008317737,0.8542316489914744,0.8674880432522353,0.895482428779372,0.896340195466833,0.8929091287169889,0.9155229777500519,0.891661468080682,0.877989186941152,0.874558120191308,0.9129236847577459,0.9038781451445207,0.8857870659180702,0.8918954044499896,0.897223955084217,0.9158868787689747,0.8840455396132252,0.8698274069453109,0.8995113329174464,0.9000571844458307,0.7917186525265129,0.7936941152006655,0.8170617592014972,0.7966833021418174,0.8356986899563319,0.8150343106674984,0.803285506342275,0.8413391557496361,0.8147483884383447,0.8405593678519443,0.823845913911416,0.8030775629028905,0.8002703264711999,0.8199209814930338,0.8582345601996257,0.8047930962778125,0.8105115408608858,0.8546995217300895,0.8086400499064256,0.8407673112913286,0.8060147639841964,0.8130588479933457,0.8045071740486588,0.788391557496361,0.769208775213142,0.8137866500311914,0.7467248908296944,0.814462466209191,0.7809835724682886,0.8236639634019546,0.8031815346225827,0.7617488043252235,0.8138646288209608,0.8527500519858598,0.807158452900811,0.753405073819921
auc_pr,0.17363422339783907,0.2310678495553392,0.29948056141909474,0.32430980923208663,0.35574364467629627,0.3603190999471312,0.3291431986381727,0.3237845839176061,0.33147423688946104,0.34611886324385555,0.36447143976787255,0.37623167461099855,0.39252768580733305,0.5021043240375221,0.5482969156136509,0.5019767536776182,0.4771573949956145,0.41018601081458417,0.45368653380030843,0.4132113611990592,0.43192831466486326,0.4428653034138862,0.4411353442331359,0.4198933424153951,0.47114618619391774,0.44420257966556215,0.4571748108351377,0.4179927917548725,0.4359431790030554,0.4477113484148873,0.42636799038122536,0.44512228999630815,0.4413295322880013,0.48409230061481795,0.4760751730642056,0.5008832983886691,0.4938086107175004,0.5200726138209442,0.5344144477972342,0.5188054557528732,0.5180540916185439,0.5353965344550164,0.5005091317048412,0.5783856623350723,0.5694802666599471,0.56713925783692,0.5500257489713977,0.5651622632585824,0.5952787070629761,0.5994685656083149,0.5970583450572632,0.6027064862266898,0.5758558630490579,0.5739851932504911,0.583483334129589,0.6155358362869341,0.6005483678782766,0.6022144381809996,0.5892196279674998,0.589797564642097,0.6091648615058863,0.6075238053654399,0.6631218397819124,0.6323260328070958,0.64065860148317,0.4979292463277097,0.49739302259117774,0.4880288096445492,0.45188343430584654,0.4641069056971253,0.45772020727395385,0.46431102314641415,0.47195669462919015,0.47399783696843945,0.4807009211926372,0.48963086617872276,0.46682716658417295,0.4714879208332738,0.4712906682623603,0.49397753838999076,0.4667435210592942,0.47561585248056015,0.4929408394211199,0.47750778074045414,0.4973249901305659,0.46669831480348406,0.4551956985813373,0.45505132706951273,0.44195087564336466,0.4681020697137645,0.49243326756795924,0.46024419438331365,0.48944142100514654,0.4768942881389983,0.4904306793960821,0.48457421134519707,0.48378091531546963,0.49370542358075314,0.5229802575246748,0.5009349091265131,0.46686622060480093
auc_roc_bag,0.625,0.625,0.6875,0.5208333333333334,0.625,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.8333333333333334,0.7708333333333334,0.5,0.5,0.6875,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.6666666666666667,0.625,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
auc_pr_bag,0.7966269841269841,0.8134259259259259,0.799074074074074,0.7733796296296296,0.8333333333333333,0.8,0.8,0.8,0.8,0.8333333333333333,0.8,0.8,0.8,0.876984126984127,0.8715277777777778,0.8,0.8,0.7131944444444445,0.875,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333333,0.875,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8219246031746033,0.8105820105820107,0.8,0.8,0.8,0.8,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333333,0.8333333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Date,2024-06-01
Time,56541.21854400635
seed,52
Number of anomalous bags,6
Number of anomalies,42
Rewards bag 0,1.2264262318147264e-05,2.0816906212068354e-06,5.023080800395158e-06,1.7683137130889196e-06,2.2961759923520476e-08,9.261634423518107e-08,1.208682485633883e-08,2.4803246269710707e-07,1.3934473795049104e-08
Rewards bag 1,6.60776743318909e-06,3.074231885704218e-07,1.1493541288163689e-07,1.0037457412150448e-06,1.9817452466122134e-09,7.988458864776379e-08
Rewards bag 2,1.0628511899433312e-05,6.091822798092218e-06,1.6481945629712063e-07,1.7630136158919498e-07,1.5326861182600826e-08,4.573790034667031e-08,6.762796736751556e-07
Rewards bag 3,1.8904029098593073e-06,3.954183163125138e-06,2.291718044933902e-08,1.9156325440317644e-08,2.0562953376165962e-07,1.7401155722243846e-08,2.876398529977247e-09
Rewards bag 4,4.8885275436616635e-06,2.3177396662512075e-06,1.8847070617797458e-07,6.6575283381551e-07,1.1483549042906028e-07,1.2902316181658913e-07,2.725600939255657e-07
Rewards bag 5,1.8504759462285575e-06,2.018739231682011e-06,9.772445552550786e-06,7.800906349048071e-07,2.5462472220306874e-06,2.493092673499043e-07,1.1948004664606143e-07,1.9804328869494366e-07,2.7630509122082157e-09,1.761167985012541e-08
Rewards bag 6,1.2420633862742514e-06,2.3746920758684923e-05,1.767053758910285e-07,7.852511716661488e-07,1.4994221814547272e-07,2.7690239914825434e-07,2.5263758147417453e-07
Rewards bag 7,4.637235571953223e-06,2.4115517346504044e-06,1.358817610814306e-07,3.861606066019059e-09,5.726078080069208e-07,5.415220086383225e-08,1.141740828606058e-07
Rewards bag 8,1.7929203195654463e-06,1.9134648328496934e-06,6.175697621405204e-07,6.231745791456735e-08,4.677206356029352e-06,7.813038164461887e-06,4.5582319983888086e-07,1.5562046666905058e-07,2.2033024602038482e-05,1.5961099477211375e-05,8.085541384148452e-07,2.0005305743937303e-07,9.87654319064796e-06,1.7423479703778125e-06,1.433471529320884e-07,3.415672838364216e-07,3.0499056527919526e-07,6.630037204153563e-08,8.216912821518801e-09
Rewards bag 9,2.4268273603420403e-06,3.6703923046087385e-06,5.144899929603974e-08,8.661780854307444e-08,2.323265138040902e-06,9.263866756143048e-07,9.722877943776903e-08,1.3521629117997484e-06,6.462803498364026e-07,3.68321877653025e-06,1.0485525475100168e-05,4.9013963818712256e-06,1.1519920226694175e-05,3.6829525298557377e-06,3.3816764844723665e-06,5.322777576825864e-06,1.64493329610616e-07,1.6569093259616483e-07,4.226923956127183e-08,6.965439659726946e-08,5.407983662353648e-08
Prob contr bag 0,0.12264262318148615,0.020816906212070645,0.050230808003957114,0.017683137130891143,0.00022961759923523006,0.0009261634423519127,0.00012086824856340161,0.002480324626971344,0.00013934473795050638
Align contr bag 0,5.986894236934386e-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 1,0.06607767433189818,0.0030742318857045568,0.0011493541288164954,0.010037457412151552,1.9817452466124318e-05,0.0007988458864777259
Align contr bag 1,4.0382820605683796e-286,0.0,0.0,0.0,0.0,0.0
Prob contr bag 2,0.10628511899434483,0.060918227980928885,0.0016481945629713878,0.0017630136158921438,0.00015326861182602514,0.0004573790034667535,0.006762796736752301
Align contr bag 2,5.169121693028274e-309,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 3,0.018904029098595156,0.039541831631255735,0.00022917180449341545,0.00019156325440319755,0.0020562953376168226,0.00017401155722245764,2.876398529977564e-05
Align contr bag 3,0.0,5.6321591603012106e-300,0.0,0.0,0.0,0.0,0.0
Prob contr bag 4,0.048885275436622015,0.023177396662514626,0.0018847070617799533,0.006657528338155833,0.0011483549042907292,0.0012902316181660333,0.0027256009392559568
Align contr bag 4,0.0,1.2003886100748795e-269,0.0,0.0,0.0,0.0,0.0
Prob contr bag 5,0.018504759462287614,0.020187392316822334,0.09772445552551862,0.00780090634904893,0.02546247222030968,0.0024930926734993177,0.0011948004664607459,0.0019804328869496546,2.76305091220852e-05,0.0001761167985012735
Align contr bag 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 6,0.012420633862743882,0.23746920758687537,0.0017670537589104796,0.007852511716662352,0.0014994221814548924,0.0027690239914828483,0.0025263758147420234
Align contr bag 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 7,0.046372355719537336,0.0241155173465067,0.0013588176108144557,3.861606066019485e-05,0.005726078080069839,0.0005415220086383821,0.0011417408286061837
Align contr bag 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 8,0.017929203195656437,0.01913464832849904,0.006175697621405884,0.0006231745791457421,0.04677206356029867,0.07813038164462748,0.004558231998389311,0.001556204666690677,0.2203302460204091,0.15961099477213134,0.008085541384149342,0.0020005305743939507,0.09876543190649048,0.017423479703780043,0.001433471529321042,0.003415672838364592,0.0030499056527922884,0.0006630037204154294,8.216912821519706e-05
Align contr bag 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 9,0.024268273603423075,0.03670392304609143,0.000514489992960454,0.0008661780854308398,0.02323265138041158,0.009263866756144068,0.0009722877943777974,0.013521629117998972,0.006462803498364738,0.03683218776530656,0.10485525475101323,0.04901396381871766,0.11519920226695443,0.036829525298561434,0.03381676484472739,0.0532277757682645,0.0016449332961063412,0.0016569093259618307,0.00042269239561276484,0.0006965439659727713,0.0005407983662354244
Align contr bag 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41176480856289e-250,1.41176480856289e-250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_clusters,10
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
