ds_3 normprobs zero weights threshold,0.9756097560975611,0.9734655588314125,0.9772179040471723,0.9809702492629322,0.9485392656124363,0.9480032162958992,0.9820423478960064,0.9750737067810239,0.979898150629858,0.9734655588314125,0.9321897614580541,0.978558027338515,0.907263468239078,0.870008040739748,0.9013669257571696,0.9423746984722594,0.8917180380595014,0.9091396408469579,0.9174484052532833,0.7871884213347627,0.8231037255427499,0.8633074242830341,0.7987134816403109,0.9147681586705978,0.8574108818011257,0.8252479228088984,0.8973465558831412,0.9059233449477352,0.8670597694987938,0.8560707585097829,0.905387295631198,0.9354060573572769,0.8568748324845884,0.9053872956311981,0.8287322433663897,0.8643795229161084,0.9110158134548378,0.9295095148753685,0.8748324845885822,0.9000268024658269,0.8911819887429644,0.9209327258107747,0.8868935942106674,0.8842133476279818,0.8863575448941303,0.8860895202358616,0.9177164299115519,0.8673277941570625,0.8780487804878049,0.8418654516215491,0.9008308764406325,0.8898418654516216,0.887161618868936,0.9088716161886894,0.896274457250067,0.8716161886893594,0.9474671669793621,0.9603323505762529,0.9807022246046636,0.980434199946395,0.9517555615116591,0.9868667917448405,0.9726614848566069,0.9989279013669258,0.9989279013669258,1.0,0.9997319753417314,1.0,0.9986598767086572,0.9994639506834629,1.0,0.9994639506834629,1.0,0.9989279013669257,0.9991959260251944,0.9994639506834628,0.9997319753417314,0.9997319753417314,0.9986598767086572,0.9986598767086572,0.9983918520503886,0.9973197534173144,0.9970517287590458,1.0,1.0,1.0,1.0
"('TestData.Without alignment',)",0.9264069264069263,0.8744588744588744,0.9740259740259741,0.987012987012987,0.9956709956709957,0.9956709956709957,1.0,1.0,1.0,1.0,0.9956709956709957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
