auc_roc,0.4419856459330143,0.4592803030303031,0.46271929824561403,0.46660685805422647,0.46610845295055825,0.4745813397129186,0.4661084529505582,0.4780203349282297,0.4574362041467304,0.4588317384370016,0.46042663476874,0.4635665869218501,0.46426435406698563,0.4660586124401914,0.453847687400319,0.44632177033492826,0.44996012759170656,0.45125598086124397,0.4549940191387559,0.4557914673046252,0.456987639553429,0.458133971291866,0.4461722488038278,0.443231658692185,0.4703448963317384,0.4716407496012759,0.47119218500797444,0.473335326953748,0.4722388357256779,0.47732256778309406,0.4786682615629984,0.4774720893141946,0.4835027910685805,0.4844996012759171,0.4685506379585327,0.4682017543859649,0.4697468102073365,0.47198963317384374,0.4727870813397129,0.4703448963317384,0.4633672248803828,0.470195374800638,0.4677033492822966,0.4714413875598086,0.476774322169059,0.47802033492822965,0.4805622009569378,0.4707934609250399,0.4710925039872408,0.47188995215311,0.4728867623604466,0.46820175438596495,0.4626196172248804,0.4633173843700159,0.4793161881977671,0.4815590111642743,0.48280502392344493,0.48430023923444976,0.48474880382775115,0.4855462519936204,0.48734051036682613,0.48918460925039875,0.48973285486443374,0.49137759170653905,0.4925239234449761,0.4918759968102074,0.4903309409888357,0.49067982456140347,0.4930721690590112,0.49391945773524726,0.53643341307815,0.5361842105263158,0.5359350079744817,0.5343401116427432,0.5333931419457736,0.5207834928229665,0.5210825358851675,0.5049342105263158,0.5098185805422648,0.5099681020733653,0.5000996810207337,0.5027412280701754,0.5191387559808611,0.51460326953748,0.5109150717703349,0.511164274322169,0.49636164274322175,0.4953648325358852,0.4923245614035087,0.48709130781499205,0.4868421052631579,0.4892344497607655,0.48983253588516745,0.49606259968102073,0.4992523923444976,0.5003987240829346,0.5023425039872408,0.4995015948963317,0.5023425039872408,0.5064294258373205,0.5033393141945772
auc_pr,0.07957259352232848,0.082948441250248,0.08434732334469061,0.08551717671007743,0.08625088028851008,0.0890826327490021,0.08698858144929036,0.08935169787248332,0.08486202045974056,0.08538635576509238,0.08593357308618133,0.086960004687998,0.08544070327825645,0.09100385630553046,0.08996121073189287,0.08799238015898755,0.0886571483963561,0.08904657793208152,0.08924269832923148,0.08934886600119202,0.08966787759686973,0.08658757184727647,0.08432078500831736,0.08456122420906552,0.08808332083012527,0.08865851303729283,0.09565960667905565,0.09651681770261265,0.09608866233862158,0.09699952544164972,0.09738830571336765,0.09753530796919219,0.09848019904318489,0.09851728928242225,0.09664702042472752,0.09849970436934621,0.09914156811705263,0.09986104746982954,0.10025615001328969,0.10009733682952922,0.09934542240161484,0.1003489555405157,0.09991164370817608,0.09972725738173847,0.10075826192219738,0.10118270138041162,0.10016056173426754,0.09914283152699513,0.09973692443925798,0.10015605842527756,0.10072003725080325,0.10106772398933028,0.09959469899897523,0.10123656793417685,0.11930101287680306,0.11450519859826229,0.11486088870845507,0.11544003267279407,0.11689203548735747,0.117172409483987,0.11509709121210229,0.11508711741077801,0.11331397034198917,0.11365849711828334,0.11426119353539096,0.11393716993032084,0.11628134633621326,0.11421454509277741,0.11363353120392841,0.1139022569598332,0.12891681784079173,0.12813195715692435,0.12698534737423633,0.1258149196574832,0.1262571384833595,0.12503860304379827,0.12515117826279354,0.12610201691035447,0.126477789585238,0.12497576727398399,0.12010955116004748,0.1203038730972266,0.12528794728335396,0.12445743694997403,0.12951872709592457,0.12974221281569218,0.1304694204342805,0.1301484552869867,0.12918827290610085,0.1264523449996513,0.124522826437368,0.12490245101848571,0.1251079871194512,0.1261377011826833,0.12561762140145225,0.12470214802837887,0.12445178711423019,0.1232314450838563,0.12318093098912364,0.12382319063408832,0.12263155920734888
auc_roc_bag,0.625,0.625,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.625,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666667,0.6666666666666666,0.625,0.625,0.6666666666666666,0.7083333333333334,0.7500000000000001,0.7500000000000001,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.6666666666666666,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.7500000000000001,0.7083333333333334,0.7500000000000001,0.7083333333333334,0.7916666666666667,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7083333333333334,0.7083333333333334,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7500000000000001,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7916666666666667,0.7916666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7500000000000001,0.7500000000000001,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667,0.7916666666666667
auc_pr_bag,0.42023809523809524,0.4482638888888889,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.42023809523809524,0.39583333333333337,0.39940476190476193,0.39940476190476193,0.39940476190476193,0.46190476190476193,0.4380952380952381,0.4172619047619047,0.4172619047619047,0.4380952380952381,0.4625,0.5041666666666667,0.5041666666666667,0.54375,0.54375,0.54375,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4380952380952381,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.4797619047619047,0.5041666666666667,0.4625,0.5041666666666667,0.4625,0.54375,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.4625,0.4625,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667,0.54375,0.54375,0.54375,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.519345238095238,0.54375,0.54375,0.5791666666666666,0.5791666666666666,0.5791666666666666,0.5791666666666666,0.54375,0.54375,0.54375,0.54375,0.54375,0.5041666666666667,0.5041666666666667,0.54375,0.54375,0.54375,0.54375,0.54375,0.54375,0.54375,0.54375
Date,2024-05-25
Time,76.83789992332458
seed,1
Number of anomalous bags,4
Number of anomalies,44
Rewards bag 0,2.3599122343173377e-06,4.1439677608510104e-07,1.0996004525669231e-06,4.529958896708908e-07,1.5685737836685917e-06,9.277183196234792e-07,8.055036248275821e-07,1.2750465318263916e-06,4.700030591570482e-07,3.0122127010323367e-07,9.454066841552074e-07,5.05291451705772e-07,3.4339570597940636e-07,9.848148649372102e-07,5.327863497008602e-07,5.789858197223515e-07,1.0187961204543439e-07,1.2639964180794466e-06,3.4960584775677035e-07,1.8230986708430915e-07,1.7611410795077577e-06,1.5705697551512353e-06,6.106194376328117e-07,1.1380518252191302e-06,4.1525255169558516e-07,1.4456781692346435e-06,1.6203563455149407e-06,1.2269759159413901e-06,6.66902728752372e-07,5.70929977281457e-07,7.549313543179749e-07,7.315524175073619e-07,3.495156476591338e-07,6.901693204786442e-07,4.050464715038131e-07,2.0789583855069672e-07,4.3576786746816065e-07,7.003001781299707e-08,7.40550529085613e-07,2.3794099654508316e-07,3.675591698568492e-07,5.080180653817789e-07,7.27690886811718e-07,7.722053772017733e-07,3.2225726462770123e-07,6.257215248944629e-07,1.242172846184248e-06,2.937141904952647e-07,9.545513308871423e-08,4.4891309278726033e-07,1.394536994597558e-06,9.213749636234292e-07,1.199454445213991e-07,6.294682022149812e-06,1.0623043879705603e-06,3.170264196931452e-07,5.567606597237779e-07,7.122005829171829e-07,3.7552637697672974e-07,1.0602917122145713e-06,7.134704443646504e-07,9.504921226758367e-07,9.729198409706727e-07,2.880619858353051e-07,1.0350791943961967e-06,5.373238642507247e-06,1.580608666202281e-06,6.028305512037737e-07,3.8484864071060564e-07,2.095248792187097e-06,1.1025084743886914e-06,8.692002590540876e-07,2.642264439752499e-06,2.3746316495276786e-07,1.0439337771416191e-06,9.622841085325737e-08,4.879478801654306e-06,1.302695500342991e-06,7.074966979230447e-07,6.381631356198391e-07,8.682340351939952e-07,3.749784623705676e-06,7.204806680265341e-07,2.8974627316175398e-06,6.525195568526786e-08,2.7320866672360546e-06,4.2729584859088954e-07,2.6486900670227534e-07,1.6464712552532592e-07,5.390056855938885e-07,5.788969869087047e-07,5.4339276364137277e-08,7.139942640808149e-07,1.364793369618484e-06,8.84445786936509e-07,3.822925479494061e-07,8.042222686595585e-07,1.2257110580590253e-06,2.808662803150528e-07,1.3882673178673146e-07
Prob contr bag 0,0.023599122343175974,0.004143967760851467,0.010996004525670443,0.004529958896709407,0.015685737836687644,0.009277183196235814,0.008055036248276708,0.01275046531826532,0.004700030591571,0.0030122127010326683,0.009454066841553116,0.005052914517058276,0.0034339570597944416,0.009848148649373186,0.0053278634970091885,0.005789858197224153,0.001018796120454456,0.012639964180795858,0.0034960584775680886,0.0018230986708432924,0.017611410795079517,0.015705697551514082,0.006106194376328789,0.011380518252192556,0.004152525516956309,0.014456781692348026,0.01620356345515119,0.012269759159415252,0.006669027287524454,0.005709299772815198,0.007549313543180581,0.007315524175074425,0.003495156476591723,0.006901693204787202,0.004050464715038577,0.002078958385507196,0.0043576786746820865,0.0007003001781300478,0.007405505290856945,0.0023794099654510935,0.003675591698568897,0.005080180653818348,0.0072769088681179815,0.007722053772018584,0.003222572646277367,0.006257215248945318,0.012421728461843848,0.002937141904952971,0.0009545513308872475,0.004489130927873098,0.013945369945977115,0.009213749636235306,0.0011994544452141231,0.06294682022150505,0.010623043879706773,0.0031702641969318015,0.0055676065972383925,0.007122005829172613,0.003755263769767711,0.010602917122146881,0.0071347044436472894,0.009504921226759415,0.009729198409707799,0.002880619858353368,0.010350791943963107,0.05373238642507839,0.01580608666202455,0.006028305512038401,0.00384848640710648,0.020952487921873278,0.01102508474388813,0.008692002590541833,0.026422644397527898,0.00237463164952794,0.010439337771417341,0.0009622841085326797,0.048794788016548435,0.013026955003431344,0.007074966979231226,0.006381631356199094,0.008682340351940909,0.03749784623706089,0.0072048066802661345,0.02897462731617859,0.0006525195568527504,0.027320866672363556,0.004272958485909366,0.002648690067023045,0.0016464712552534406,0.005390056855939479,0.005788969869087685,0.0005433927636414326,0.007139942640808935,0.013647933696186344,0.008844457869366064,0.003822925479494482,0.00804222268659647,0.012257110580591604,0.0028086628031508375,0.0013882673178674675
Align contr bag 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n_clusters,10
instance_per_bag,50
n_bags,10
bag_contfactor,0.3
