aligned-random,0.4,0.36,0.36,0.36,0.32,0.48,0.52,0.6,0.64,0.44,0.48,0.44,0.4,0.4,0.4,0.32000000000000006,0.36000000000000004,0.48,0.48,0.44000000000000006,0.44000000000000006,0.48,0.4,0.32,0.48000000000000004,0.52,0.52,0.56,0.52,0.56,0.6,0.68,0.76,0.6000000000000001,0.6399999999999999,0.6399999999999999,0.7200000000000001,0.8,0.76,0.8400000000000001,0.6799999999999999,0.7200000000000002,0.76,0.8,0.76,0.7200000000000002,0.8400000000000001,0.8,0.8,0.92,0.8,0.92,0.9600000000000001,0.8400000000000001,0.8400000000000001,0.8,0.8,0.88,0.8,0.8400000000000001,0.8,0.88,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,0.92,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,0.9600000000000001,0.92,0.8400000000000001,0.9600000000000001,0.88,0.88,0.9600000000000001,1.0,0.9600000000000001,1.0,0.9600000000000001,0.9600000000000001,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
original-random,0.8,0.76,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.76,0.8,0.8,0.8,0.8400000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
original-heuristic,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8800000000000001,0.8800000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.92,0.92,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aligned-heuristic,0.8,0.76,0.64,0.64,0.76,0.8,0.8,0.6799999999999999,0.44,0.6400000000000001,0.68,0.68,0.64,0.76,0.72,0.8,1.0,1.0,0.9600000000000001,0.9600000000000001,1.0,1.0,0.9600000000000001,0.8400000000000001,0.88,0.8400000000000001,0.8400000000000001,0.88,0.92,0.88,0.88,0.9600000000000001,0.8,0.8400000000000001,0.8400000000000001,0.6,0.76,0.88,0.8400000000000001,0.84,0.84,0.76,0.88,0.88,0.92,0.92,0.88,0.92,0.9600000000000001,0.9600000000000001,0.92,1.0,0.92,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.84,0.92,0.92,0.84,0.92,0.88,0.92,0.92,0.92,0.92,0.84,0.92,0.88,0.9600000000000001,0.8400000000000001,0.9600000000000001,0.92,0.92,0.92,0.88,0.9600000000000001,0.9600000000000001,0.8,0.8,0.92,0.92
aligned-random-restart,0.64,0.8,0.52,0.6400000000000001,0.5599999999999999,0.7200000000000001,0.6000000000000001,0.76,0.8800000000000001,0.72,0.6799999999999999,0.8400000000000001,0.64,0.64,0.8400000000000001,0.56,0.64,0.72,0.8,0.8,0.72,0.8400000000000001,0.92,0.8,0.76,0.76,0.7200000000000001,0.8400000000000001,0.6799999999999999,0.68,0.5599999999999999,0.76,0.6800000000000002,0.8800000000000001,1.0,0.8400000000000001,0.72,0.76,0.8400000000000001,0.8800000000000001,0.76,0.92,1.0,0.8400000000000001,0.8400000000000001,1.0,1.0,0.6,0.9600000000000001,0.8800000000000001,0.6799999999999999,0.72,0.64,0.92,1.0,1.0,0.52,0.88,0.88,1.0,0.7600000000000001,0.92,0.76,0.9600000000000001,0.84,0.6,0.8400000000000001,0.48000000000000004,0.76,1.0,0.88,0.84,0.92,0.84,0.9600000000000001,1.0,1.0,1.0,0.92,1.0,0.92,0.92,1.0,0.72,0.92,0.92,0.88,0.68,0.7600000000000001,0.84,0.92,0.8400000000000001,0.88,1.0,0.8,0.84,0.92,0.9600000000000001,0.9600000000000001,0.8400000000000001,0.9600000000000001,1.0,0.9600000000000001,1.0,0.92,1.0,0.92,0.8400000000000001,0.88,0.92,0.9600000000000001,1.0,1.0,0.92,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,0.92,0.8,0.92,1.0,0.9600000000000001,0.9600000000000001,1.0,1.0,0.8400000000000001,0.92,1.0,0.92,1.0,0.92,1.0,1.0,1.0,0.92,0.92,0.9600000000000001,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,0.92,0.92,0.88,0.88,0.92,0.8800000000000001,0.88,1.0,0.88,1.0,1.0,0.9600000000000001,0.92,0.88,1.0
aligned-random-restart-push,0.8,0.7200000000000001,0.6799999999999999,0.44000000000000006,0.44000000000000006,0.48,0.56,0.6,0.48,0.48,0.56,0.76,0.8,0.6,0.72,0.7200000000000001,0.84,0.84,1.0,0.76,0.56,0.44,0.6,0.6,0.8,0.88,0.76,0.9600000000000001,0.84,0.88,0.8400000000000001,0.88,0.8,0.92,0.76,0.76,0.92,0.9600000000000001,0.92,0.88,0.8400000000000001,0.8,0.84,0.8,0.84,0.76,0.88,0.92,0.8,0.92,0.9600000000000001,0.8400000000000001,0.84,0.64,0.72,0.88,0.8400000000000001,0.9600000000000001,0.8,0.9600000000000001,1.0,0.7600000000000001,0.72,1.0,0.92,0.72,0.92,1.0,1.0,0.84,0.9600000000000001,1.0,1.0,0.88,1.0,1.0,0.8400000000000001,1.0,0.9600000000000001,0.8,0.92,1.0,1.0,1.0,0.92,1.0,1.0,0.92,0.92,1.0,1.0,0.88,1.0,1.0,0.92,0.88,0.92,0.9600000000000001,1.0,0.9600000000000001,0.92,1.0
aligned-random-onepoch-pushMore,0.56,0.36,0.28,0.32,0.36,0.39999999999999997,0.48,0.52,0.68,0.68,0.72,0.68,0.72,0.72,0.72,0.6799999999999999,0.76,0.72,0.8,0.76,0.76,0.76,0.76,0.76,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.88,0.8,0.8400000000000001,0.8,0.76,0.76,0.76,0.8,0.8400000000000001,0.8,0.88,0.88,0.8400000000000001,0.88,0.88,0.88,0.88,0.88,0.92,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.8400000000000001,1.0,1.0,0.9600000000000001,0.9600000000000001,1.0,0.9600000000000001,0.9600000000000001,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.9600000000000001,1.0,0.9600000000000001,1.0,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.88,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.92,0.92,0.88,0.88,0.92,0.88,0.88,0.88,0.88,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.92,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aligned-random-onepoch-push,0.92,0.8400000000000001,0.8800000000000001,0.8800000000000001,0.76,0.52,0.4,0.4,0.64,0.44,0.44,0.39999999999999997,0.39999999999999997,0.44,0.44,0.52,0.4,0.4,0.6,0.64,0.64,0.6000000000000001,0.64,0.64,0.6799999999999999,0.8400000000000001,0.9600000000000001,0.8800000000000001,0.8800000000000001,0.8,0.8,0.8,0.72,0.8,0.8400000000000001,0.8,0.92,0.8800000000000001,0.92,0.88,0.84,0.84,0.84,0.92,0.8400000000000001,0.92,0.9600000000000001,0.9600000000000001,0.8800000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,0.92,0.88,0.92,0.88,0.88,0.8400000000000001,0.8400000000000001,0.88,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.88,0.8,0.88,0.8,0.8,0.8400000000000001,0.88,0.88,0.88,0.8400000000000001,0.92,0.88,0.92,0.88,0.92,0.8400000000000001,0.88,0.8400000000000001,0.8,0.88,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.88,0.8400000000000001,0.8400000000000001,0.88,0.8400000000000001,0.8400000000000001,0.88,0.88,0.8400000000000001,0.8400000000000001,0.88,0.8400000000000001,0.92,0.88,0.88,0.92,0.92,0.88,0.88,0.92,0.92,0.92,0.92,0.9600000000000001,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.88,0.88,0.88,0.92,0.92,0.92,0.92,0.92,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.92,1.0,0.9600000000000001,0.9600000000000001,0.92,0.92,0.92,0.88,0.92,0.92,0.92,0.92,0.8400000000000001,0.9600000000000001,0.92,0.92,0.92,0.9600000000000001,0.9600000000000001,0.92,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.92,0.92,0.9600000000000001,1.0,1.0
no_querying,0.44,0.48000000000000004,0.4,0.36,0.36,0.36000000000000004,0.4800000000000001,0.27999999999999997,0.16,0.16000000000000003,0.24,0.12,0.16,0.28,0.36000000000000004,0.19999999999999998,0.24,0.24,0.19999999999999998,0.11999999999999997,0.039999999999999994,0.0,0.12,0.08000000000000002,0.24,0.28,0.24000000000000005,0.15999999999999998,0.24,0.0,0.16,0.2,0.16,0.32000000000000006,0.19999999999999998,0.36,0.36,0.2,0.48,0.44000000000000006,0.36,0.36,0.36,0.31999999999999995,0.36,0.4,0.43999999999999995,0.4,0.36,0.24000000000000005,0.48,0.16000000000000003,0.31999999999999995,0.4,0.48,0.32000000000000006,0.44000000000000006,0.44000000000000006,0.43999999999999995,0.44,0.44,0.48,0.4,0.4,0.4,0.3600000000000001,0.4,0.44,0.3600000000000001,0.3600000000000001,0.44,0.48000000000000004,0.3600000000000001,0.3600000000000001,0.44,0.3600000000000001,0.3600000000000001,0.3600000000000001,0.48000000000000004,0.6000000000000001,0.52,0.4,0.3600000000000001,0.3600000000000001,0.4,0.4,0.32,0.48,0.44,0.3600000000000001,0.4,0.44,0.52,0.4,0.4,0.3600000000000001,0.48,0.4,0.48,0.48,0.48,0.4,0.44,0.52,0.48,0.44,0.52,0.4,0.44,0.48,0.44,0.44,0.44,0.48,0.48000000000000004,0.52,0.6,0.52,0.52,0.56,0.52,0.44,0.3600000000000001,0.52,0.56,0.56,0.52,0.52,0.48000000000000004,0.52,0.6000000000000001,0.52,0.44,0.56,0.3600000000000001,0.52,0.64,0.4,0.48,0.6000000000000001,0.44,0.44000000000000006,0.48000000000000004,0.4,0.4,0.44000000000000006,0.52,0.48,0.56,0.6000000000000001,0.52,0.48000000000000004,0.56,0.6000000000000001,0.52,0.4,0.4,0.4,0.44000000000000006,0.56,0.56,0.6000000000000001,0.48000000000000004,0.44000000000000006,0.52,0.4,0.52,0.52,0.4,0.44000000000000006,0.48,0.44000000000000006,0.4,0.4,0.52,0.44000000000000006,0.48000000000000004,0.52,0.6000000000000001,0.56,0.44000000000000006,0.48,0.44000000000000006,0.4,0.48000000000000004,0.48000000000000004,0.44000000000000006,0.48000000000000004,0.52,0.4,0.4,0.44000000000000006,0.48000000000000004,0.52,0.44000000000000006,0.56,0.48000000000000004,0.48000000000000004,0.4,0.4,0.48000000000000004,0.52,0.52,0.6000000000000001,0.6400000000000001,0.56,0.4,0.48000000000000004,0.4,0.52,0.48,0.48000000000000004,0.48,0.6000000000000001,0.48000000000000004,0.6400000000000001,0.56,0.44000000000000006,0.4,0.44000000000000006,0.48000000000000004,0.64,0.48,0.6400000000000001,0.48,0.6000000000000001,0.6400000000000001,0.48,0.6000000000000001,0.52,0.48,0.52,0.48000000000000004,0.4,0.4,0.44000000000000006,0.56,0.6000000000000001,0.44000000000000006,0.48,0.44000000000000006,0.56,0.56,0.7200000000000002,0.48,0.4,0.48000000000000004,0.52,0.56,0.44000000000000006,0.56,0.6000000000000001,0.64,0.48,0.48000000000000004,0.48000000000000004,0.4,0.52,0.6799999999999999,0.4,0.48,0.52,0.48000000000000004,0.6400000000000001,0.56,0.56,0.6000000000000001,0.56,0.52,0.4,0.44000000000000006,0.48000000000000004,0.52,0.48,0.6000000000000001,0.6399999999999999,0.56,0.48000000000000004,0.52,0.7200000000000002,0.64,0.48000000000000004,0.56,0.64,0.64,0.6000000000000001,0.56,0.4,0.6799999999999999,0.6000000000000001,0.64,0.52,0.4,0.6000000000000001,0.6799999999999999,0.56,0.7200000000000002,0.52,0.56,0.48
X,0.9600000000000001,0.92,0.88,0.8400000000000001,0.6,0.44,0.48,0.52,0.48,0.44000000000000006,0.52,0.43999999999999995,0.52,0.56,0.56,0.64,0.56,0.64,0.72,0.64,0.72,0.72,0.72,0.8,0.76,0.8,0.8400000000000001,0.8,0.8400000000000001,0.76,0.8400000000000001,0.88,0.92,0.92,0.9600000000000001,1.0,0.9600000000000001,0.92,0.9600000000000001,0.9600000000000001,0.9600000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.9600000000000001,0.92,0.9600000000000001,0.92,0.92,0.92,0.9600000000000001,0.92,0.8800000000000001,1.0,0.92,0.9600000000000001,0.9600000000000001,0.8400000000000001,0.8400000000000001,0.88,0.92,0.88,0.88,0.76,0.92,0.8,0.8,0.76,0.76,0.88,0.92,1.0,0.88,0.8400000000000001,0.8800000000000001,0.88,0.92,0.84,0.92,0.8,0.8400000000000001,0.88,0.76,0.8400000000000001,0.8,0.88,0.8,0.72,0.72,0.76,0.64,0.8400000000000001,0.8400000000000001,0.68,0.76,0.76,0.72,0.72,0.76,0.8,0.64,0.76,0.7200000000000001,0.76,0.7200000000000001,0.7200000000000001,0.8,0.7200000000000001,0.76,0.8400000000000001,0.7200000000000001,0.76,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.64,0.7200000000000001,0.7200000000000001,0.8,0.7200000000000001,0.7200000000000001,0.64,0.7200000000000001,0.8,0.6,0.68,0.76,0.68,0.68,0.76,0.76,0.7200000000000001,0.76,0.7200000000000001,0.68,0.7200000000000001,0.68,0.7200000000000001,0.6799999999999999,0.68,0.6,0.7200000000000001,0.56,0.6799999999999999,0.68,0.6,0.6000000000000001,0.68,0.76,0.6,0.64,0.76,0.7200000000000001,0.76,0.68,0.76,0.68,0.64,0.68,0.64,0.56,0.6,0.7200000000000001,0.68,0.64,0.6,0.6399999999999999,0.6,0.6,0.7200000000000001,0.68,0.6399999999999999,0.6399999999999999,0.76,0.64,0.56,0.64,0.6799999999999999,0.5599999999999999,0.52,0.6,0.6799999999999999,0.6799999999999999,0.56,0.56,0.72,0.6,0.64,0.6000000000000001,0.52,0.44000000000000006,0.5599999999999999,0.6799999999999999,0.52,0.68,0.48,0.52,0.52,0.44,0.6,0.52,0.5599999999999999,0.48,0.72,0.6400000000000001,0.6000000000000001,0.5599999999999999,0.52,0.6,0.6000000000000001,0.64,0.56,0.6000000000000001,0.72,0.7200000000000001,0.6799999999999999,0.72,0.6399999999999999,0.6799999999999999,0.6000000000000001,0.44,0.6,0.72,0.68,0.64,0.68,0.52,0.68,0.6,0.6,0.52,0.6,0.6,0.6,0.6000000000000001,0.44,0.5599999999999999,0.6,0.6,0.52,0.6,0.44,0.76,0.7200000000000001,0.6399999999999999,0.6799999999999999,0.6,0.5599999999999999,0.6,0.6,0.6,0.6399999999999999,0.5599999999999999,0.6,0.68,0.64,0.72,0.44,0.52,0.6000000000000001,0.6,0.6,0.6000000000000001,0.56,0.6000000000000001,0.5599999999999999,0.6799999999999999,0.44,0.6,0.52,0.52,0.64,0.6,0.6,0.6,0.52,0.52,0.6,0.56,0.52,0.6000000000000001,0.6,0.44,0.64,0.6399999999999999,0.6,0.76,0.6,0.68,0.76,0.6799999999999999,0.76
