auc_roc,0.44282806513409967,0.43917624521072796,0.44450431034482757,0.4479765325670498,0.4497126436781609,0.4516882183908046,0.4530651340996168,0.45695641762452105,0.45911159003831414,0.4609674329501916,0.46258381226053646,0.4640205938697318,0.4633022030651341,0.46563697318007663,0.46857040229885055,0.46964798850574707,0.46485871647509575,0.4507902298850575,0.45450191570881227,0.46431992337164757,0.4573156130268199,0.45659722222222227,0.46048850574712646,0.4630028735632184,0.4662954980842912,0.4630627394636015,0.4608477011494253,0.46192528735632193,0.464080459770115,0.46431992337164757,0.4673730842911878,0.4701269157088124,0.46659482758620696,0.4690493295019157,0.4757543103448277,0.47707136015325674,0.4773108237547894,0.48329741379310354,0.4861709770114943,0.4947318007662836,0.48868534482758624,0.4914391762452108,0.4973060344827586,0.4988026819923372,0.5005986590038314,0.5019157088122604,0.49640804597701155,0.4986230842911879,0.49245689655172425,0.4870689655172414,0.48892480842911884,0.485991379310345,0.4785680076628353,0.4797653256704982,0.47928639846743304,0.4834171455938698,0.4852729885057472,0.4889846743295019,0.4856920498084291,0.4812619731800766,0.4831776819923372,0.48401580459770116,0.4840158045977012,0.48389607279693486,0.4847341954022989,0.4863505747126437,0.4880866858237548,0.494911398467433,0.4901819923371648,0.49078065134099624,0.4815613026819924,0.48323754789272033,0.4834171455938697,0.485632183908046,0.4844348659003832,0.4861111111111112,0.4857519157088124,0.48814655172413807,0.4890445402298852,0.4853927203065135,0.4833572796934867,0.48557231800766293,0.4852729885057471,0.4883261494252874,0.4895234674329503,0.4912595785440613,0.49311542145593873,0.4947916666666667,0.49539032567049807,0.4953903256704981,0.49491139846743293,0.4974856321839081,0.498263888888889,0.49982040229885066,0.4971264367816092,0.4937739463601533,0.4951508620689655,0.4961685823754789,0.49682710727969354,0.4979645593869732
auc_pr,0.05963141067826293,0.059339386718364084,0.05997456619176099,0.060550638520449125,0.06087018842252937,0.06118703878073385,0.06141303225361103,0.061934556889192346,0.062303883335669566,0.06236184858775948,0.06266609302782297,0.06289831805442335,0.06270299523855649,0.06287343748578832,0.06336749295937141,0.0631626083008569,0.06265013848026008,0.060344265512797896,0.06091740691947056,0.06252880309980062,0.06481920215915017,0.06464809424656975,0.06528018587698783,0.06577781092987382,0.06638757796762562,0.06638697717608529,0.06621748643302271,0.06643516587133882,0.06657589455241664,0.06691224304350413,0.06745586721245084,0.06838259058665766,0.06841881850365329,0.06901560910012323,0.07016917548698977,0.07074324632121842,0.07097417534629648,0.07122377609436863,0.07876660195288648,0.08310945729489716,0.07602560967157915,0.0767323206138294,0.07744680473929483,0.07776185500912813,0.07814096952782901,0.07865337493119827,0.07655825354953602,0.07701211121079242,0.07499646287364109,0.07268601418932256,0.07313549496466945,0.07280873316424498,0.07186514691310333,0.0792014119659064,0.07942345740736928,0.0800499164008143,0.08046018264258029,0.08102868536822254,0.08098098833347397,0.0806456836214341,0.08109444207985267,0.081410841644343,0.08013066872924815,0.08007243205071546,0.08029828175004786,0.08076137016244446,0.08153533531991175,0.09379604490790056,0.09230120825185982,0.09230780058380805,0.08907996612082464,0.08937398453303277,0.08586981264485619,0.08639388415458876,0.08552662877141019,0.08576851587512974,0.08513814066464398,0.08566806725646509,0.0861563216600271,0.08552421433645695,0.08499650757771898,0.08559726521657757,0.08591166664190206,0.0867714488244041,0.08631522496149696,0.08671047589360756,0.08677320324029425,0.0871498809282068,0.08737103628137055,0.08743842464368576,0.08734262077365873,0.08783186941458389,0.08745967474677194,0.08793437470598342,0.08729563977995242,0.08660570770496094,0.08715989043039044,0.08736966586146355,0.08757323041370685,0.08731419580878558
auc_roc_bag,0.5833333333333334,0.5,0.5833333333333333,0.5833333333333333,0.625,0.5,0.5833333333333334,0.5833333333333334,0.5,0.625,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.625,0.5833333333333334,0.625,0.5416666666666666,0.5416666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,0.625,0.6666666666666667,0.625,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5416666666666667,0.625,0.5,0.5416666666666667,0.625,0.625,0.625,0.625,0.625,0.625,0.5833333333333334,0.6666666666666667,0.625,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.625,0.625,0.5833333333333333,0.5833333333333334,0.625,0.625,0.625,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5833333333333334,0.625,0.625,0.625,0.625,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.625,0.625,0.625,0.625,0.5833333333333334,0.625,0.625
auc_pr_bag,0.3952380952380953,0.35868055555555556,0.4065972222222222,0.4065972222222222,0.4482638888888889,0.37083333333333335,0.4375,0.4375,0.37083333333333335,0.42023809523809524,0.3952380952380953,0.3952380952380953,0.3952380952380953,0.3952380952380953,0.4369047619047619,0.3952380952380953,0.41309523809523807,0.3693452380952381,0.3693452380952381,0.4380952380952381,0.4547619047619047,0.4547619047619047,0.46190476190476193,0.46190476190476193,0.4380952380952381,0.42023809523809524,0.4380952380952381,0.4380952380952381,0.42023809523809524,0.6077380952380953,0.42023809523809524,0.3952380952380953,0.4380952380952381,0.4380952380952381,0.4380952380952381,0.4380952380952381,0.4380952380952381,0.4380952380952381,0.5425595238095238,0.6071428571428571,0.3571428571428571,0.3744047619047619,0.4369047619047619,0.4369047619047619,0.4369047619047619,0.4369047619047619,0.4369047619047619,0.4369047619047619,0.3952380952380953,0.46190476190476193,0.4369047619047619,0.4380952380952381,0.46190476190476193,0.46190476190476193,0.46190476190476193,0.46190476190476193,0.46190476190476193,0.46190476190476193,0.46190476190476193,0.46190476190476193,0.4380952380952381,0.3952380952380953,0.3952380952380953,0.42023809523809524,0.42023809523809524,0.4065972222222222,0.3952380952380953,0.42023809523809524,0.42023809523809524,0.42023809523809524,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.4065972222222222,0.3857638888888889,0.3857638888888889,0.3857638888888889,0.39940476190476193,0.42023809523809524,0.42023809523809524,0.42023809523809524,0.42023809523809524,0.39940476190476193,0.39940476190476193,0.39940476190476193,0.39940476190476193,0.39940476190476193,0.42023809523809524,0.42023809523809524,0.42023809523809524,0.42023809523809524,0.39940476190476193,0.42023809523809524,0.42023809523809524
Date,2024-05-22
Time,164.9114499092102
seed,0
Number of anomalous bags,4
Number of anomalies,36
Rewards bag 0,2.056445038322254e-06,2.3604595374863974e-06,5.477539324383519e-06,3.504049584285065e-06,7.594210781269605e-06,4.729553730391912e-06,5.105019060367727e-07,1.0213009310264375e-06,3.9560738179666225e-06,1.01176156943945e-06
Rewards bag 1,2.1202421011445942e-06,2.356849433045309e-06,5.402013637489018e-06,3.983767658795024e-06,5.73044666990946e-06,3.36776437170108e-06,7.439607673136643e-07,5.557490224313949e-07,3.2131321239143267e-06,2.603171984973895e-07
Rewards bag 2,2.665427116501846e-06,2.757825798414405e-06,4.444249523109374e-06,4.092201005998843e-06,5.441453637716991e-06,3.5630173711364075e-06,1.6258619294335475e-06,1.5748412786424075e-06,2.672055365502129e-06,1.7304955096368065e-06
Rewards bag 3,2.4103482133764684e-06,2.9474037442745576e-06,4.2618079977331e-06,3.5565898180657506e-06,5.076889131447575e-06,5.849665251015935e-06,5.655814539383449e-07,8.375977360808017e-07,2.7393383043507028e-06,5.777629553417309e-07
Rewards bag 4,2.5697620650161257e-06,3.481309974746837e-06,4.227651685044019e-06,3.5379883763988056e-06,3.0401933957325975e-06,3.849051840832543e-06,5.737857284169404e-07,1.3880544952240933e-06,2.0238662297905583e-06
Rewards bag 5,2.4008916732978137e-06,3.6903905839034844e-06,4.647426797123368e-06,5.663433243521821e-06,3.5404161758849406e-06,3.2090665633808284e-06,1.3406255561705216e-06,2.2008815459635134e-06,3.286929582841015e-06,1.5404102102914171e-06
Rewards bag 6,3.7451630797189228e-06,2.870468256844633e-06,4.512973457029886e-06,5.894173536481394e-06,2.7501211684786844e-06,3.073643584083423e-06,2.474882749539585e-06,5.129012726479664e-07,4.020808765276479e-06,1.0995018692431437e-06
Rewards bag 7,3.1132450161162904e-06,3.1821755036208696e-06,4.489369385751864e-06,7.123343192874557e-06,6.822693830298451e-06,1.8467660245907683e-06,1.256102141103265e-06,9.996585568203494e-07,4.329344412014906e-06,2.6250681601028867e-06
Rewards bag 8,3.4737817550246072e-06,3.7357110511799547e-06,3.4254724489597502e-06,7.521547578304629e-06,5.329597901412528e-06,1.503058770260398e-06,8.323971375631734e-07,2.373524721342581e-06,2.443752173535146e-06,3.0999904451937596e-06
Rewards bag 9,3.2131559871916417e-06,4.245098265348861e-06,3.0495403328870057e-06,5.784131586765474e-06,4.98294412109629e-06,2.2180544101492917e-06,1.204590354560521e-06,4.147506388827228e-06,5.855075594895447e-07,2.7096421614847017e-06
Prob contr bag 0,0.020564450383224804,0.023604595374866574,0.054775393243841224,0.035040495842854506,0.07594210781270441,0.04729553730392433,0.00510501906036829,0.010213009310265501,0.03956073817967058,0.010117615694395614
Align contr bag 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 1,0.02120242101144828,0.023568494330455686,0.05402013637489613,0.03983767658795463,0.057304466699100914,0.03367764371701451,0.007439607673137462,0.005557490224314561,0.032131321239146804,0.0026031719849741817
Align contr bag 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prob contr bag 2,0.026654271165021396,0.027578257984147085,0.04444249523109863,0.040922010059992936,0.05441453637717591,0.035630173711368,0.016258619294337265,0.01574841278642581,0.026720553655024234,0.01730495509636997
Align contr bag 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
